,Platform,Year,Genre,Publisher,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,freq_name
3600,X360,2009,Shooter,D3Publisher,0.13,53.0,53.0,7.0,33.0,10.0,31.0,11.9,16.0,DVD Blu-Ray,français,français,4.0
3601,XOne,2016,Shooter,Take-Two Interactive,0.13,71.0,20.0,7.1,180.0,13.0,23.0,17.4,3.0,Autre,français,français,2.0
3602,XB,2002,Fighting,Acclaim Entertainment,0.13,59.0,15.0,6.1,7.0,7.0,8.0,13.8,3.0,Autre,anglais,anglais,1.0
3603,XB,2003,Shooter,LucasArts,0.13,79.0,41.0,7.0,22.0,12.0,10.0,16.4,12.0,Autre,français,français,3.0
3604,X360,2009,Shooter,Activision,0.13,60.0,4.0,7.0,25.0,13.0,1.0,18.0,3.0,Blu-Ray DVD,français,français,4.0
3605,PSP,2008,Role-Playing,Zushi Games,0.13,58.0,7.0,7.8,12.0,11.0,2.0,11.0,12.0,UMD,français,français,3.0
3606,Wii,2011,Shooter,Sega,0.13,64.0,51.0,7.7,67.0,15.0,99.0,16.4,16.0,DVD,anglais,français,4.0
3607,PS3,2011,Fighting,505 Games,0.13,47.0,17.0,5.6,5.0,9.0,22.0,8.5,18.0,Blu-Ray,français,français,3.0
3608,Wii,2007,Shooter,Vivendi Games,0.13,80.0,55.0,7.8,29.0,15.0,18.0,16.7,3.0,DVD,français,français,1.0
3609,PS,1997,Sports,Gremlin Interactive Ltd,0.13,69.0,49.0,6.6,33.0,8.0,13.0,13.2,3.0,CD,français,français,3.0
3610,Wii,2008,Action,Electronic Arts,0.12,49.0,26.0,5.7,15.0,7.0,2.0,11.0,7.0,DVD,français,français,2.0
3611,Wii,2009,Adventure,Konami Digital Entertainment,0.12,49.0,28.0,7.0,22.0,13.0,51.0,15.2,12.0,DVD,français,français,3.0
3612,WiiU,2012,Action,Ubisoft,0.12,50.0,10.0,5.6,30.0,13.0,9.0,10.3,12.0,Autre,français,français,2.0
3613,PS3,2006,Sports,Take-Two Interactive,0.12,79.0,24.0,6.7,6.0,17.0,7.0,17.1,16.0,Autre,français,français,1.0
3614,PS3,2006,Action,Capcom,0.12,84.0,76.0,7.4,960.0,16.0,142.0,16.3,16.0,DVD,anglais,français,3.0
3615,DC,2001,Fighting,Capcom,0.12,81.0,22.0,8.2,45.0,15.0,9.0,16.3,12.0,Autre,français,français,1.0
3616,PS,1996,Fighting,Vic Tokai,0.12,91.0,8.0,9.5,1271.0,11.0,0.0,15.0,3.0,CD,anglais,anglais,4.0
3617,GC,2004,Role-Playing,Capcom,0.12,67.0,21.0,8.6,64.0,15.0,6.0,17.3,7.0,Autre,anglais,français,2.0
3618,PS2,2003,Strategy,Sega,0.12,70.0,31.0,7.8,34.0,14.0,49.0,15.9,3.0,DVD,français,français,4.0
3619,PS,1997,Adventure,Human Entertainment,0.12,69.0,28.0,7.4,62.0,11.0,1.0,5.0,3.0,Autre,français,français,3.0
3620,Wii,2007,Strategy,Bethesda Softworks,0.12,49.0,18.0,5.1,12.0,7.0,5.0,13.6,7.0,DVD,anglais,anglais,1.0
3621,Wii,2008,Action,Playlogic Game Factory,0.12,53.0,19.0,8.3,15.0,14.0,32.0,15.2,16.0,UMD,anglais,français,3.0
3622,PS3,2011,Action,Ubisoft,0.12,67.0,21.0,7.1,41.0,12.0,34.0,16.1,18.0,Blu-Ray,français,français,2.0
3623,X360,2011,Shooter,505 Games,0.12,37.0,12.0,4.5,16.0,3.0,7.0,5.6,16.0,DVD,anglais,anglais,3.0
3624,PS2,2002,Adventure,TDK Mediactive,0.12,59.0,8.0,3.6,10.0,11.0,1.0,3.0,3.0,CD,français,français,3.0
3625,GC,2004,Racing,Electronic Arts,0.12,87.0,19.0,8.2,20.0,11.0,1.0,18.0,3.0,Autre,français,français,3.0
3626,XOne,2016,Shooter,Deep Silver,0.12,49.0,12.0,5.2,175.0,11.0,16.0,16.1,18.0,DVD Blu-Ray,français,français,3.0
3627,PS2,2001,Fighting,Sammy Corporation,0.12,79.0,15.0,7.8,22.0,15.0,31.0,16.2,12.0,CD,français,français,2.0
3628,PSV,2013,Action,Namco Bandai Games,0.12,71.0,35.0,7.7,76.0,15.0,195.0,17.1,12.0,Autre,japonais,français,1.0
3629,PS,1998,Adventure,From Software,0.12,60.0,22.0,8.1,15.0,13.0,8.0,14.4,7.0,DVD,anglais,anglais,3.0
3630,XOne,2016,Sports,505 Games,0.12,87.0,22.0,8.0,356.0,16.0,207.0,15.5,3.0,Autre,français,français,3.0
3631,WiiU,2013,Action,Ubisoft,0.12,75.0,5.0,7.8,160.0,11.0,19.0,16.3,18.0,Autre,français,français,2.0
3632,PSP,2010,Action,PQube,0.12,59.0,9.0,7.6,38.0,11.0,13.0,14.6,16.0,UMD,français,anglais,4.0
3633,DS,2010,Puzzle,D3Publisher,0.12,74.0,27.0,6.0,12.0,14.0,9.0,15.2,12.0,Autre,français,français,3.0
3634,PS2,2008,Fighting,Ignition Entertainment,0.12,73.0,11.0,8.9,23.0,18.0,12.0,19.5,12.0,DVD,anglais,anglais,1.0
3635,Wii,2008,Action,D3Publisher,0.12,55.0,24.0,8.0,21.0,9.0,19.0,14.0,3.0,DVD,français,français,3.0
3636,PS2,2007,Puzzle,D3Publisher,0.12,78.0,11.0,7.0,6.0,11.0,1.0,20.0,3.0,Autre,français,français,2.0
3637,PSP,2009,Action,Ubisoft Annecy,0.12,63.0,27.0,8.4,16.0,12.0,20.0,13.7,18.0,UMD,anglais,anglais,1.0
3638,PS4,2015,Action,Square Enix,0.12,86.0,20.0,8.6,554.0,17.0,9.0,18.2,18.0,PlayStation Store,français,français,2.0
3639,XB,2004,Platform,Activision,0.12,70.0,17.0,7.2,5.0,15.0,3.0,17.3,3.0,Autre,français,français,3.0
3640,PS2,2005,Role-Playing,Tecmo Koei,0.12,77.0,41.0,8.5,13.0,16.0,5.0,15.6,12.0,CD,anglais,anglais,1.0
3641,GC,2006,Platform,Midway Games,0.12,51.0,8.0,4.6,5.0,13.0,1.0,14.0,3.0,Autre,français,français,3.0
3642,PS,1998,Puzzle,Virgin Interactive,0.12,79.0,6.0,7.9,10.0,11.0,2.0,14.0,3.0,CD,français,français,3.0
3643,PSV,2014,Fighting,Namco Bandai Games,0.12,66.0,7.0,7.1,63.0,10.0,71.0,14.1,12.0,Autre,japonais,français,1.0
3644,DS,2005,Sports,Electronic Arts,0.12,66.0,9.0,6.3,12.0,14.0,3.0,16.3,3.0,Cartouche,français,français,2.0
3645,PS3,2013,Shooter,Electronic Arts,0.12,63.0,35.0,5.4,122.0,12.0,15.0,15.3,3.0,Autre,français,français,3.0
3646,DS,2005,Role-Playing,Rising Star Games,0.12,59.0,30.0,5.2,21.0,11.0,3.0,10.3,3.0,Autre,français,français,1.0
3647,DS,2007,Fighting,THQ,0.12,61.0,12.0,6.8,18.0,10.0,16.0,12.1,16.0,Cartouche,français,français,1.0
3648,DS,2008,Sports,Take-Two Interactive,0.12,59.0,8.0,7.0,6.0,11.0,0.0,15.0,3.0,Cartouche,français,français,1.0
3649,XB,2003,Shooter,THQ,0.12,74.0,20.0,5.7,17.0,11.0,69.0,15.1,16.0,Autre,français,français,1.0
3650,XB,2003,Platform,Microsoft Game Studios,0.12,73.0,38.0,8.1,32.0,15.0,15.0,17.6,12.0,DVD,anglais,français,3.0
3651,PS3,2011,Shooter,Codemasters,0.12,50.0,40.0,4.5,41.0,8.0,27.0,9.9,16.0,Blu-Ray,français,français,4.0
3652,X360,2010,Action,THQ,0.12,33.0,7.0,5.0,7.0,12.0,5.0,11.6,7.0,Autre,français,français,2.0
3653,XB,2002,Racing,BAM! Entertainment,0.12,60.0,14.0,7.4,5.0,13.0,4.0,13.8,3.0,DVD,anglais,anglais,4.0
3654,PS2,2004,Adventure,Vivendi Games,0.12,67.0,31.0,8.2,19.0,8.0,13.0,14.1,16.0,DVD,anglais,anglais,2.0
3655,PS3,2014,Action,Namco Bandai Games,0.12,33.0,31.0,4.8,54.0,11.0,2.0,13.0,7.0,Blu-Ray,français,français,3.0
3656,PS2,2006,Action,Namco Bandai Games,0.12,53.0,13.0,7.7,6.0,10.0,2.0,14.0,3.0,Autre,français,français,4.0
3657,3DS,2012,Platform,Sega,0.12,71.0,32.0,7.4,17.0,13.0,27.0,13.7,3.0,Cartouche,français,français,4.0
3658,PS2,2005,Adventure,Take-Two Interactive,0.12,43.0,16.0,3.3,6.0,7.0,4.0,7.5,7.0,DVD,anglais,français,3.0
3659,PSP,2009,Action,Ubisoft,0.12,68.0,18.0,7.2,33.0,12.0,32.0,14.2,16.0,UMD,anglais,français,3.0
3660,X360,2008,Shooter,Activision Value,0.12,44.0,9.0,6.0,11.0,12.0,14.0,14.9,3.0,Blu-Ray DVD,anglais,français,3.0
3661,X360,2013,Shooter,Capcom,0.12,58.0,43.0,5.8,142.0,13.0,21.0,15.0,18.0,Blu-Ray DVD,français,français,3.0
3662,PSV,2011,Fighting,PQube,0.12,83.0,28.0,7.5,101.0,18.0,31.0,16.6,12.0,Autre,anglais,anglais,4.0
3663,XB,2001,Racing,Electronic Arts,0.12,65.0,24.0,7.6,8.0,14.0,10.0,18.2,3.0,Autre,anglais,anglais,4.0
3664,PSP,2005,Puzzle,Sony Computer Entertainment,0.12,63.0,13.0,5.3,7.0,14.0,11.0,18.0,3.0,UMD,français,français,4.0
3665,PC,2011,Adventure,Electronic Arts,0.12,75.0,29.0,8.4,741.0,16.0,209.0,16.7,12.0,DVD,français,français,3.0
3666,GBA,2003,Sports,Electronic Arts,0.12,63.0,14.0,7.2,5.0,10.0,6.0,9.8,3.0,Cartouche,français,anglais,2.0
3667,Wii,2008,Fighting,Ignition Entertainment,0.12,70.0,15.0,8.0,7.0,15.0,7.0,17.3,12.0,DVD,anglais,anglais,1.0
3668,XB,2004,Adventure,Electronic Arts,0.12,71.0,62.0,8.2,28.0,15.0,20.0,15.6,18.0,Autre,français,français,4.0
3669,PSP,2006,Racing,Midway Games,0.12,55.0,12.0,6.0,4.0,14.0,6.0,18.3,3.0,Autre,français,français,4.0
3670,GB,1999,Simulation,Ubisoft,0.12,82.0,6.0,8.7,101.0,11.0,0.0,15.0,3.0,Cartouche,français,français,4.0
3671,X360,2013,Action,Deep Silver,0.12,64.0,38.0,7.3,150.0,14.0,32.0,16.0,18.0,Autre,anglais,français,1.0
3672,Wii,2010,Platform,Konami Digital Entertainment,0.12,68.0,38.0,8.7,24.0,16.0,43.0,16.4,12.0,DVD,français,français,3.0
3673,PSV,2016,Action,Namco Bandai Games,0.12,43.0,22.0,3.2,56.0,11.0,0.0,15.0,3.0,Autre,français,français,3.0
3674,PSP,2010,Action,Sony Computer Entertainment,0.12,74.0,33.0,8.4,30.0,15.0,33.0,17.0,12.0,UMD,français,français,3.0
3675,DS,2008,Misc,Electronic Arts,0.12,75.0,19.0,7.6,76.0,14.0,13.0,15.6,7.0,Autre,français,français,3.0
3676,3DS,2013,Role-Playing,Screenlife,0.12,62.0,11.0,7.7,43.0,11.0,1.0,14.0,18.0,Cartouche,français,français,1.0
3677,X360,2006,Role-Playing,Sega,0.12,64.0,34.0,7.5,51.0,8.0,28.0,14.3,12.0,DVD,anglais,français,1.0
3678,X360,2006,Sports,Take-Two Interactive,0.12,70.0,17.0,7.1,13.0,11.0,0.0,15.0,3.0,Autre,anglais,anglais,1.0
3679,PSP,2009,Strategy,Deep Silver,0.12,68.0,16.0,8.4,10.0,15.0,16.0,16.0,12.0,UMD,anglais,français,1.0
3680,PSP,2007,Action,Ubisoft,0.12,74.0,16.0,7.7,30.0,14.0,59.0,15.4,16.0,Autre,français,français,4.0
3681,PSP,2013,Action,Marvelous Entertainment,0.12,58.0,10.0,8.1,51.0,11.0,4.0,16.8,3.0,UMD,français,français,3.0
3682,DC,2001,Platform,Sega,0.12,89.0,18.0,8.5,572.0,16.0,6.0,18.5,3.0,Autre,français,français,3.0
3683,PS,1996,Racing,FunSoft,0.12,79.0,42.0,7.4,148.0,11.0,1.0,14.0,3.0,CD,français,français,4.0
3684,PS2,2003,Action,Acclaim Entertainment,0.12,65.0,19.0,6.2,14.0,11.0,6.0,13.0,16.0,Autre,français,français,3.0
3685,PS3,2010,Racing,Deep Silver,0.12,66.0,36.0,6.2,14.0,12.0,21.0,13.5,12.0,Blu-Ray,français,français,4.0
3686,PSP,2010,Strategy,Sony Computer Entertainment,0.12,86.0,27.0,8.1,43.0,17.0,15.0,18.7,3.0,PlayStation Store,français,français,3.0
3687,PSP,2008,Strategy,Ubisoft,0.12,68.0,7.0,6.3,9.0,13.0,17.0,12.4,12.0,Autre,français,français,2.0
3688,DS,2006,Role-Playing,Ubisoft,0.12,68.0,44.0,8.0,40.0,12.0,51.0,15.2,12.0,Cartouche,français,français,3.0
3689,XB,2006,Sports,Electronic Arts,0.12,69.0,26.0,7.1,9.0,11.0,0.0,15.0,3.0,DVD,français,français,2.0
3690,X360,2009,Misc,Crave Entertainment,0.12,83.0,18.0,8.3,16.0,11.0,2.0,18.5,3.0,Autre,français,français,3.0
3691,PS3,2014,Role-Playing,Deep Silver,0.12,56.0,13.0,3.5,54.0,10.0,16.0,7.7,16.0,Autre,français,français,4.0
3692,PS2,2003,Fighting,Capcom,0.12,65.0,33.0,6.6,10.0,13.0,15.0,16.3,12.0,DVD,français,français,1.0
3693,DS,2008,Sports,Tecmo Koei,0.12,66.0,21.0,7.3,8.0,11.0,0.0,15.0,3.0,Cartouche,français,français,1.0
3694,GC,2003,Sports,Activision,0.12,76.0,18.0,7.6,5.0,15.0,2.0,16.0,3.0,Autre,français,français,3.0
3695,GC,2002,Sports,Sega,0.12,90.0,13.0,6.0,5.0,17.0,26.0,18.1,3.0,Autre,français,français,1.0
3696,PS4,2016,Action,Telltale Games,0.12,45.0,16.0,5.9,279.0,11.0,46.0,12.0,18.0,Autre,français,français,4.0
3697,XB,2005,Platform,THQ,0.12,88.0,54.0,8.8,106.0,17.0,17.0,18.4,12.0,Autre,français,français,4.0
3698,X360,2010,Misc,Unknown,0.12,36.0,20.0,2.1,17.0,11.0,0.0,15.0,3.0,Blu-Ray DVD,français,français,3.0
3699,WiiU,2013,Shooter,Square Enix,0.12,88.0,30.0,8.5,210.0,18.0,43.0,17.2,18.0,Autre,français,français,3.0
3700,GC,2002,Racing,Acclaim Entertainment,0.12,36.0,14.0,5.6,7.0,8.0,10.0,8.5,3.0,Autre,français,français,1.0
3701,PC,2013,Shooter,Bohemia Interactive,0.12,74.0,38.0,7.6,1102.0,17.0,259.0,16.3,18.0,DVD,français,français,1.0
3702,DS,2007,Misc,Konami Digital Entertainment,0.12,61.0,17.0,5.7,9.0,7.0,5.0,9.6,12.0,Cartouche,français,français,2.0
3703,3DS,2014,Fighting,Namco Bandai Games,0.12,69.0,16.0,8.4,18.0,11.0,0.0,15.0,3.0,Cartouche,français,français,2.0
3704,DS,2005,Strategy,Ubisoft,0.12,64.0,16.0,7.8,17.0,14.0,23.0,14.8,12.0,Cartouche,français,français,2.0
3705,Wii,2007,Racing,Midway Games,0.12,25.0,7.0,4.0,23.0,3.0,13.0,7.7,3.0,DVD,français,français,4.0
3706,PSV,2016,Misc,Sega,0.12,83.0,5.0,8.0,36.0,14.0,4.0,14.0,3.0,Autre,français,français,2.0
3707,SAT,1994,Fighting,Sega,0.12,69.0,4.0,8.7,42.0,11.0,2.0,9.5,3.0,CD,français,français,2.0
3708,PSV,2016,Action,Ubisoft,0.12,70.0,6.0,6.7,52.0,12.0,3.0,15.7,16.0,Autre,français,français,3.0
3709,PC,2014,Simulation,Kalypso Media,0.12,75.0,51.0,6.9,420.0,15.0,55.0,14.3,16.0,DVD,français,français,4.0
3710,WiiU,2015,Action,Nippon Ichi Software,0.12,45.0,31.0,6.5,87.0,7.0,5.0,17.4,7.0,Autre,français,français,4.0
3711,DS,2009,Puzzle,PopCap Games,0.12,84.0,17.0,7.9,25.0,11.0,2.0,15.0,3.0,Cartouche,français,français,4.0
3712,Wii,2010,Shooter,Reef Entertainment,0.12,71.0,4.0,7.1,7.0,9.0,15.0,11.5,16.0,Autre,français,français,4.0
3713,3DS,2016,Role-Playing,Atlus,0.12,80.0,34.0,8.0,41.0,15.0,6.0,15.8,3.0,Cartouche,français,français,3.0
3714,DS,2010,Shooter,SouthPeak Games,0.12,75.0,25.0,8.4,36.0,11.0,58.0,16.2,18.0,Cartouche,français,français,1.0
3715,PSV,2015,Action,Idea Factory International,0.12,61.0,22.0,6.4,25.0,11.0,1.0,18.0,3.0,Autre,français,français,3.0
3716,PS3,2016,Adventure,Sega,0.12,80.0,70.0,7.9,644.0,11.0,0.0,15.0,18.0,Autre,français,français,1.0
3717,X360,2008,Shooter,Moss,0.12,63.0,4.0,8.3,13.0,11.0,0.0,15.0,3.0,DVD,français,français,3.0
3718,XB,2005,Action,Konami Digital Entertainment,0.12,74.0,26.0,7.3,21.0,16.0,9.0,16.7,12.0,Autre,anglais,français,3.0
3719,3DS,2011,Action,Activision,0.12,50.0,7.0,6.1,14.0,11.0,7.0,14.6,12.0,Cartouche,français,français,3.0
3720,GBA,2002,Shooter,Acclaim Entertainment,0.12,72.0,8.0,8.1,10.0,14.0,5.0,14.8,3.0,Cartouche,français,français,3.0
3721,PS2,2003,Action,Sega,0.12,68.0,39.0,7.9,23.0,14.0,11.0,13.1,12.0,DVD,français,français,3.0
3722,X360,2012,Racing,Namco Bandai Games,0.12,71.0,59.0,7.6,58.0,14.0,42.0,12.7,7.0,DVD Blu-Ray,français,français,4.0
3723,PSV,2014,Role-Playing,Idea Factory,0.12,65.0,21.0,7.4,46.0,15.0,2.0,15.0,3.0,Autre,français,français,4.0
3724,XB,2003,Action,Vivendi Games,0.12,73.0,26.0,7.7,16.0,12.0,36.0,16.3,16.0,Autre,français,français,3.0
3725,PC,2010,Adventure,Deep Silver,0.12,77.0,24.0,7.5,42.0,13.0,21.0,14.1,16.0,DVD,français,français,3.0
3726,PSP,2007,Role-Playing,Namco Bandai Games,0.12,78.0,9.0,8.5,47.0,18.0,7.0,16.6,3.0,UMD,français,français,3.0
3727,GC,2005,Action,Konami Digital Entertainment,0.12,57.0,10.0,7.3,10.0,10.0,4.0,15.0,7.0,Autre,français,français,2.0
3728,PSV,2014,Role-Playing,Aksys Games,0.12,63.0,12.0,7.2,19.0,10.0,2.0,15.5,3.0,Autre,français,français,3.0
3729,PS,1996,Sports,Tecmo Koei,0.12,66.0,5.0,7.0,6.0,11.0,1.0,16.0,3.0,Autre,français,français,2.0
3730,PSP,2007,Action,Ubisoft,0.12,37.0,7.0,4.2,19.0,16.0,10.0,14.6,3.0,Autre,français,français,4.0
3731,SAT,1998,Role-Playing,Kadokawa Shoten,0.12,86.0,12.0,8.7,64.0,11.0,0.0,15.0,3.0,CD,français,français,4.0
3732,DS,2011,Platform,THQ,0.12,75.0,11.0,8.3,8.0,14.0,16.0,14.8,7.0,Autre,français,français,4.0
3733,XB,2001,Racing,Midway Games,0.12,57.0,17.0,6.7,6.0,11.0,1.0,14.0,3.0,DVD,français,français,3.0
3734,GC,2006,Action,THQ,0.12,66.0,12.0,8.4,8.0,5.0,5.0,15.4,7.0,Cartouche,français,français,4.0
3735,PC,2011,Role-Playing,Electronic Arts,0.12,65.0,52.0,6.0,138.0,14.0,57.0,14.4,12.0,DVD,français,français,3.0
3736,PS3,2013,Simulation,From Software,0.12,66.0,18.0,7.7,39.0,15.0,9.0,14.3,12.0,Blu-Ray,français,français,3.0
3737,DS,2009,Simulation,Ubisoft,0.12,82.0,11.0,7.3,8.0,12.0,3.0,12.0,3.0,Autre,français,français,4.0
3738,X360,2007,Action,Take-Two Interactive,0.12,45.0,30.0,5.4,16.0,8.0,8.0,10.0,12.0,Autre,français,français,3.0
3739,X360,2007,Action,Take-Two Interactive,0.12,45.0,30.0,5.4,16.0,8.0,8.0,10.0,12.0,Autre,français,français,3.0
3740,XB,2002,Sports,Sega,0.12,89.0,17.0,6.5,11.0,15.0,2.0,20.0,3.0,Autre,anglais,français,1.0
3741,GC,2002,Shooter,NDA Productions,0.12,54.0,23.0,7.0,11.0,14.0,35.0,15.3,16.0,Autre,français,français,3.0
3742,PS4,2015,Role-Playing,Namco Bandai Games,0.12,65.0,30.0,7.1,92.0,11.0,6.0,17.3,12.0,Autre,français,français,3.0
3743,PS2,2002,Racing,Electronic Arts,0.12,81.0,11.0,6.4,11.0,16.0,27.0,16.1,3.0,Autre,français,français,3.0
3744,PSP,2005,Sports,Electronic Arts,0.12,73.0,23.0,7.7,22.0,11.0,2.0,15.5,3.0,Autre,français,français,3.0
3745,PS4,2016,Action,Deep Silver,0.12,63.0,32.0,6.6,129.0,14.0,9.0,14.3,3.0,Autre,français,français,2.0
3746,GBA,2001,Racing,THQ,0.11,77.0,12.0,6.2,5.0,11.0,2.0,11.0,3.0,Cartouche,français,français,2.0
3747,PS3,2012,Action,Sega,0.11,64.0,55.0,7.5,94.0,11.0,0.0,15.0,18.0,Autre,français,français,4.0
3748,DS,2009,Role-Playing,Nippon Ichi Software,0.11,50.0,17.0,7.0,8.0,11.0,3.0,15.3,3.0,Cartouche,français,français,3.0
3749,PC,2001,Strategy,Gathering of Developers,0.11,81.0,19.0,8.8,392.0,15.0,110.0,17.2,12.0,CD,français,français,4.0
3750,X360,2008,Strategy,Deep Silver,0.11,55.0,30.0,7.0,20.0,12.0,24.0,12.2,18.0,DVD,français,français,2.0
3751,PS,2000,Racing,Video System,0.11,66.0,8.0,7.5,6.0,17.0,90.0,17.1,3.0,Autre,français,français,2.0
3752,XB,2004,Shooter,Atari,0.11,62.0,31.0,6.9,12.0,11.0,9.0,12.2,16.0,CD,anglais,français,2.0
3753,PS2,2003,Racing,Metro 3D,0.11,67.0,15.0,7.5,6.0,13.0,2.0,15.5,3.0,Autre,français,français,4.0
3754,PS2,2006,Racing,Electronic Arts,0.11,68.0,26.0,8.1,19.0,11.0,1.0,18.0,3.0,Autre,français,français,3.0
3755,DS,2005,Platform,Namco Bandai Games,0.11,72.0,35.0,8.0,6.0,11.0,2.0,10.5,3.0,Autre,français,français,4.0
3756,PS2,2007,Role-Playing,Sting,0.11,61.0,8.0,7.1,10.0,11.0,0.0,15.0,3.0,DVD,français,français,1.0
3757,GBA,2002,Role-Playing,Atari,0.11,76.0,20.0,8.2,9.0,14.0,9.0,18.1,3.0,Cartouche,français,anglais,1.0
3758,DS,2007,Action,Namco Bandai Games,0.11,77.0,30.0,6.9,17.0,11.0,1.0,14.0,3.0,Cartouche,français,français,2.0
3759,GBA,2002,Sports,Acclaim Entertainment,0.11,49.0,11.0,6.3,4.0,11.0,2.0,11.0,3.0,Cartouche,français,anglais,1.0
3760,PSP,2006,Shooter,Disney Interactive Studios,0.11,74.0,45.0,7.3,10.0,13.0,10.0,13.8,3.0,Autre,français,français,4.0
3761,PS2,2005,Role-Playing,Sega,0.11,69.0,12.0,8.3,26.0,11.0,3.0,15.0,3.0,DVD,japonais,japonais,3.0
3762,XOne,2015,Sports,Activision,0.11,39.0,18.0,2.1,136.0,5.0,8.0,9.0,16.0,Autre,français,français,2.0
3763,DS,2007,Fighting,Midway Games,0.11,73.0,26.0,8.3,34.0,14.0,63.0,13.0,18.0,Autre,français,français,1.0
3764,PS,1994,Fighting,Time Warner Interactive,0.11,75.0,27.0,8.3,26.0,12.0,2.0,14.5,3.0,Autre,français,français,4.0
3765,GC,2006,Sports,Electronic Arts,0.11,63.0,16.0,6.5,10.0,16.0,113.0,16.7,3.0,Autre,français,français,3.0
3766,XOne,2016,Racing,Codemasters,0.11,86.0,17.0,8.0,91.0,16.0,60.0,16.0,12.0,Autre,français,français,3.0
3767,PS2,2005,Misc,Empire Interactive,0.11,68.0,18.0,8.2,5.0,10.0,5.0,15.8,7.0,CD,français,français,2.0
3768,GBA,2002,Shooter,Ubisoft,0.11,76.0,7.0,7.2,5.0,17.0,21.0,18.0,16.0,CD,français,français,2.0
3769,X360,2007,Shooter,SouthPeak Games,0.11,55.0,29.0,5.4,19.0,11.0,9.0,10.9,12.0,DVD,anglais,français,2.0
3770,XOne,2016,Adventure,Square Enix,0.11,85.0,4.0,8.6,353.0,18.0,60.0,18.7,3.0,Autre,français,français,4.0
3771,X360,2008,Sports,Electronic Arts,0.11,67.0,14.0,8.1,30.0,11.0,1.0,15.0,3.0,Blu-Ray DVD,français,français,2.0
3772,PS2,2004,Sports,Acclaim Entertainment,0.11,73.0,14.0,8.2,35.0,9.0,14.0,12.7,3.0,Autre,français,français,1.0
3773,XB,2004,Action,Microsoft Game Studios,0.11,81.0,37.0,7.6,53.0,11.0,1.0,16.0,12.0,Autre,français,français,4.0
3774,PS2,2003,Role-Playing,Atlus,0.11,81.0,19.0,8.9,48.0,11.0,0.0,15.0,3.0,DVD,anglais,anglais,4.0
3775,GBA,2003,Misc,Capcom,0.11,54.0,25.0,8.7,59.0,13.0,5.0,17.8,3.0,Cartouche,français,anglais,2.0
3776,PC,2013,Action,Konami Digital Entertainment,0.11,74.0,9.0,4.4,253.0,15.0,135.0,12.7,3.0,DVD,français,français,2.0
3777,Wii,2010,Role-Playing,Ackkstudios,0.11,75.0,30.0,8.3,45.0,15.0,22.0,15.5,12.0,DVD,français,français,1.0
3778,DS,2007,Action,Ubisoft,0.11,39.0,6.0,6.1,11.0,11.0,0.0,15.0,3.0,Autre,français,français,4.0
3779,PS2,2000,Strategy,Konami Digital Entertainment,0.11,82.0,15.0,8.8,22.0,15.0,16.0,15.6,12.0,CD,français,français,3.0
3780,PS2,2005,Shooter,Vivendi Games,0.11,73.0,41.0,8.5,33.0,13.0,38.0,15.9,18.0,DVD,français,français,4.0
3781,XB,2005,Action,THQ,0.11,75.0,55.0,8.3,32.0,13.0,2.0,18.5,18.0,Autre,anglais,français,3.0
3782,XB,2003,Action,Kemco,0.11,29.0,14.0,3.0,22.0,5.0,1.0,12.0,3.0,Autre,français,français,2.0
3783,DS,2004,Misc,THQ,0.11,28.0,17.0,3.8,28.0,5.0,9.0,4.3,3.0,Cartouche,français,français,4.0
3784,WiiU,2014,Action,Nintendo,0.11,67.0,58.0,8.0,291.0,10.0,33.0,16.4,18.0,Autre,français,français,3.0
3785,PS3,2010,Action,Electronic Arts,0.11,62.0,16.0,4.3,4.0,12.0,4.0,13.5,3.0,Blu-Ray,anglais,français,2.0
3786,X360,2010,Racing,Activision,0.11,40.0,21.0,5.9,15.0,11.0,5.0,13.2,3.0,Blu-Ray DVD,français,français,3.0
3787,GC,2002,Racing,Acclaim Entertainment,0.11,52.0,17.0,6.2,10.0,12.0,23.0,12.8,3.0,Autre,français,français,2.0
3788,PS3,2011,Misc,Sony Computer Entertainment,0.11,50.0,15.0,5.3,4.0,9.0,3.0,10.3,7.0,Autre,français,français,1.0
3789,X360,2009,Fighting,Ignition Entertainment,0.11,63.0,57.0,5.0,43.0,12.0,50.0,11.4,12.0,Blu-Ray DVD,français,français,1.0
3790,DS,2006,Role-Playing,Namco Bandai Games,0.11,71.0,8.0,7.9,55.0,11.0,2.0,13.0,9.0,Cartouche,français,anglais,1.0
3791,X360,2011,Shooter,Codemasters,0.11,53.0,61.0,4.8,76.0,8.0,27.0,9.9,16.0,Blu-Ray DVD,français,français,4.0
3792,XB,2003,Action,Ubisoft,0.11,67.0,17.0,7.7,6.0,10.0,1.0,18.0,3.0,Autre,français,français,3.0
3793,XB,2005,Action,Global Star,0.11,53.0,34.0,7.7,15.0,11.0,1.0,14.0,3.0,Autre,français,français,1.0
3794,PS2,2009,Action,D3Publisher,0.11,39.0,5.0,2.8,12.0,11.0,1.0,16.0,3.0,DVD,français,français,4.0
