,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC,langue_parlée_JVC,texte_JVC
3250,Madden NFL 07,GC,2006.0,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82.0,14.0,7.8,6.0,16.0,1.0,19.0,3.0,Autre,anglais,anglais
3251,Far Cry 4,PC,2014.0,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62,80.0,17.0,7.1,1900.0,16.0,256.0,14.5,18.0,Autre,français,français
3252,Battlezone,2600,1982.0,Shooter,Atari,0.58,0.03,0.0,0.01,0.62,66.0,12.0,6.6,10.0,14.0,2.0,15.5,3.0,Autre,français,français
3256,Evolve,XOne,2015.0,Shooter,Take-Two Interactive,0.36,0.2,0.0,0.06,0.62,74.0,31.0,5.1,354.0,15.0,55.0,13.9,16.0,Blu-Ray DVD,français,français
3258,Dead Island: Riptide,PS3,2013.0,Action,Deep Silver,0.26,0.2,0.07,0.09,0.62,62.0,25.0,6.0,159.0,13.0,1.0,18.0,18.0,Autre,français,français
3259,Warriors Orochi 3,PS3,2011.0,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,70.0,17.0,8.0,40.0,13.0,42.0,16.5,12.0,Blu-Ray,japonais,anglais
3262,The Urbz: Sims in the City,GBA,2004.0,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,72.0,6.0,8.6,30.0,14.0,59.0,17.4,3.0,Cartouche,français,français
3263,Beetle Adventure Racing!,N64,1999.0,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62,90.0,14.0,7.8,27.0,16.0,7.0,15.9,3.0,Cartouche,anglais,français
3264,FIFA Soccer,PSV,2012.0,Sports,Electronic Arts,0.17,0.34,0.02,0.09,0.62,79.0,45.0,7.2,84.0,11.0,2.0,15.5,3.0,Autre,français,français
3265,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000.0,Platform,Eidos Interactive,0.34,0.23,0.0,0.04,0.62,66.0,5.0,7.9,10.0,15.0,10.0,17.7,3.0,Autre,français,français
3267,Strike Force Bowling,PS2,2004.0,Sports,Play It,0.3,0.24,0.0,0.08,0.62,48.0,14.0,6.8,4.0,11.0,2.0,11.0,3.0,Autre,français,français
3269,Metal Gear Solid V: Ground Zeroes,PS3,2014.0,Action,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62,66.0,5.0,6.2,275.0,11.0,8.0,17.0,18.0,Autre,français,français
3277,Rocksmith 2014,PS4,2014.0,Misc,Ubisoft,0.34,0.17,0.0,0.11,0.62,82.0,4.0,7.0,42.0,11.0,2.0,16.0,12.0,Blu-Ray,français,français
3280,Wall-E,X360,2008.0,Platform,THQ,0.29,0.26,0.0,0.07,0.62,50.0,32.0,6.4,14.0,13.0,6.0,15.2,3.0,Autre,français,français
3283,Dragon Quest Monsters: Joker 2 Professional,DS,2011.0,Role-Playing,Square Enix,0.0,0.0,0.62,0.0,0.62,77.0,33.0,7.7,24.0,11.0,6.0,16.3,3.0,Cartouche,français,français
3284,NFL Quarterback Club 99,N64,1998.0,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62,57.0,9.0,8.0,5.0,11.0,0.0,15.0,3.0,Cartouche,français,français
3286,Formula 1: Championship Edition,PS3,2006.0,Racing,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61,74.0,55.0,8.2,71.0,17.0,26.0,17.3,3.0,Autre,français,français
3287,Muramasa: The Demon Blade,Wii,2009.0,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61,81.0,58.0,8.2,125.0,18.0,53.0,16.4,12.0,Autre,japonais,anglais
3288,NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,82.0,30.0,7.1,38.0,18.0,63.0,18.2,3.0,Blu-Ray,anglais,français
3290,NHL 16,PS4,2015.0,Sports,Electronic Arts,0.35,0.15,0.0,0.11,0.61,78.0,28.0,5.5,175.0,16.0,16.0,13.6,3.0,Autre,français,français
3291,Plants vs. Zombies: Garden Warfare,PS4,2014.0,Shooter,Electronic Arts,0.21,0.29,0.01,0.11,0.61,75.0,23.0,7.6,350.0,15.0,6.0,12.2,3.0,Autre,français,français
3293,Samurai Warriors 2,PS2,2006.0,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58.0,26.0,8.8,26.0,14.0,20.0,17.6,12.0,DVD,anglais,anglais
3294,Dynasty Warriors 8,PS3,2013.0,Action,Tecmo Koei,0.12,0.11,0.34,0.05,0.61,68.0,26.0,8.1,85.0,12.0,85.0,15.4,16.0,Blu-Ray,français,français
3297,Robotech: Battlecry,PS2,2002.0,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,72.0,20.0,8.2,5.0,13.0,8.0,14.8,3.0,Autre,français,français
3300,Tony Hawk: RIDE,X360,2009.0,Sports,Activision,0.46,0.1,0.0,0.05,0.61,46.0,43.0,3.0,67.0,15.0,8.0,17.5,16.0,Autre,anglais,français
3302,Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,0.5,0.07,0.0,0.04,0.61,56.0,6.0,6.5,8.0,13.0,22.0,11.9,3.0,Cartouche,français,français
3303,Texas Hold 'Em Poker,GBA,2004.0,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49.0,7.0,6.7,7.0,11.0,1.0,10.0,12.0,Autre,français,français
3304,Time Crisis 3,PS2,2003.0,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,81.0,29.0,8.1,20.0,14.0,26.0,15.4,12.0,DVD,français,français
3307,pro evolution soccer 2011,X360,2010.0,Sports,Konami Digital Entertainment,0.09,0.44,0.0,0.07,0.61,79.0,43.0,6.2,38.0,16.0,88.0,15.6,3.0,Autre,français,français
3308,New Play Control! Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61,78.0,27.0,8.5,33.0,15.0,16.0,13.8,7.0,DVD,français,français
3310,Yakuza: Dead Souls,PS3,2011.0,Shooter,Sega,0.09,0.07,0.42,0.03,0.61,64.0,55.0,7.5,94.0,13.0,28.0,12.2,18.0,Autre,japonais,anglais
3314,Pac-Man Party,Wii,2010.0,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61,59.0,14.0,6.4,21.0,13.0,13.0,15.8,7.0,DVD,français,français
3315,Jak and Daxter: The Lost Frontier,PSP,2009.0,Platform,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61,71.0,47.0,6.9,54.0,10.0,111.0,14.0,12.0,UMD,français,français
3316,Major League Baseball 2K8,X360,2008.0,Sports,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61,70.0,28.0,5.9,34.0,11.0,0.0,15.0,3.0,Autre,français,français
3317,SimCity DS,DS,2007.0,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61,69.0,27.0,6.3,20.0,12.0,51.0,11.9,3.0,Cartouche,français,français
3318,Major League Baseball 2K9,X360,2009.0,Sports,Spike,0.56,0.0,0.0,0.05,0.61,64.0,29.0,5.3,26.0,11.0,2.0,20.0,3.0,Autre,français,français
3320,Split/Second,X360,2010.0,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.61,82.0,78.0,8.0,123.0,16.0,28.0,16.4,7.0,Autre,français,français
3321,Final Fantasy IV Advance,GBA,2005.0,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,85.0,30.0,8.5,72.0,16.0,80.0,17.8,7.0,Cartouche,français,français
3324,Harry Potter and the Goblet of Fire,GBA,2005.0,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61,71.0,9.0,6.2,10.0,13.0,26.0,12.6,7.0,Cartouche,français,français
3325,Dragon Ball Z: Buu's Fury,GBA,2004.0,Action,Atari,0.44,0.16,0.0,0.01,0.61,62.0,19.0,8.6,66.0,11.0,0.0,15.0,3.0,Autre,français,français
3326,Madden NFL 2002,GC,2001.0,Sports,Electronic Arts,0.47,0.12,0.0,0.02,0.61,89.0,12.0,5.2,6.0,16.0,1.0,18.0,3.0,Autre,anglais,anglais
3327,Guitar Hero: Smash Hits,Wii,2009.0,Misc,Activision,0.33,0.21,0.0,0.06,0.61,74.0,17.0,7.6,10.0,15.0,14.0,16.6,12.0,DVD,français,français
3329,Spider-Man: Mysterio's Menace,GBA,2001.0,Action,Activision,0.43,0.16,0.0,0.01,0.61,84.0,8.0,7.8,19.0,15.0,25.0,14.5,3.0,Cartouche,français,anglais
3334,Naruto: Ultimate Ninja,PS2,2003.0,Fighting,Atari,0.5,0.02,0.0,0.08,0.61,75.0,34.0,7.5,58.0,11.0,0.0,15.0,3.0,Autre,français,français
3335,Fighters Uncaged,X360,2010.0,Fighting,Ubisoft,0.31,0.24,0.0,0.06,0.61,32.0,38.0,4.6,26.0,5.0,12.0,9.5,16.0,DVD,français,français
3336,Call of Juarez: Bound in Blood,X360,2009.0,Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.61,77.0,77.0,7.7,105.0,15.0,124.0,15.7,16.0,Blu-Ray DVD,français,français
3338,Tony Hawk's Underground,GBA,2003.0,Sports,Activision,0.43,0.16,0.0,0.01,0.6,86.0,9.0,6.9,10.0,11.0,1.0,16.0,3.0,Cartouche,français,français
3339,Hot Shots Golf: World Invitational,PSV,2011.0,Sports,Sony Computer Entertainment,0.19,0.11,0.25,0.06,0.6,76.0,55.0,8.1,83.0,16.0,6.0,17.7,3.0,Autre,français,français
3341,Shadow The Hedgehog,PS2,2005.0,Platform,Sega,0.5,0.02,0.0,0.08,0.6,45.0,28.0,6.0,226.0,10.0,64.0,14.2,12.0,Autre,français,français
3342,Wave Race: Blue Storm,GC,2001.0,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,80.0,21.0,8.0,37.0,17.0,67.0,15.4,3.0,Autre,français,français
3343,Backyard Wrestling: Don't Try This at Home,PS2,2003.0,Fighting,Eidos Interactive,0.3,0.23,0.0,0.08,0.6,51.0,24.0,7.6,33.0,8.0,11.0,12.5,18.0,CD,français,français
3344,Fight Night Round 2,XB,2005.0,Fighting,Electronic Arts,0.42,0.16,0.0,0.02,0.6,88.0,48.0,8.2,31.0,16.0,65.0,17.6,3.0,Autre,français,français
3346,The Golden Compass,DS,2007.0,Action,Sega,0.28,0.25,0.0,0.06,0.6,43.0,7.0,5.2,9.0,11.0,23.0,9.7,12.0,Autre,français,français
3347,NBA 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6,72.0,7.0,6.0,9.0,16.0,20.0,16.9,3.0,DVD,anglais,français
3348,Phineas and Ferb: Across the 2nd Dimension,Wii,2011.0,Action,Disney Interactive Studios,0.36,0.19,0.0,0.05,0.6,76.0,4.0,7.9,13.0,14.0,7.0,13.7,7.0,DVD,français,français
3351,WarioWare D.I.Y.,DS,2009.0,Misc,Nintendo,0.18,0.19,0.2,0.04,0.6,82.0,53.0,8.2,52.0,17.0,99.0,17.6,7.0,Cartouche,français,français
3352,Tony Hawk: RIDE,PS3,2009.0,Sports,Activision,0.38,0.15,0.0,0.08,0.6,44.0,29.0,2.0,32.0,15.0,8.0,17.5,16.0,Autre,anglais,français
4157,Dark Sector,PS3,2008.0,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47,72.0,47.0,7.4,81.0,15.0,77.0,14.5,18.0,Blu-Ray,français,français
4158,Unreal Tournament III,X360,2008.0,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47,82.0,47.0,7.5,100.0,16.0,84.0,16.8,16.0,Blu-Ray DVD,français,français
4159,X-Men: Next Dimension,PS2,2002.0,Fighting,Activision,0.23,0.18,0.0,0.06,0.47,61.0,19.0,8.6,13.0,10.0,24.0,14.8,12.0,CD,anglais,anglais
4160,Street Fighter X Tekken,X360,2012.0,Fighting,Capcom,0.31,0.1,0.03,0.03,0.47,83.0,45.0,4.5,188.0,17.0,32.0,16.1,12.0,Autre,anglais,français
4162,MySims Racing,Wii,2009.0,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47,68.0,22.0,6.1,9.0,11.0,8.0,11.0,3.0,DVD,français,français
4164,Dragon Age Origins: Awakening,X360,2010.0,Role-Playing,Electronic Arts,0.33,0.1,0.0,0.04,0.47,80.0,31.0,8.0,113.0,14.0,22.0,15.8,18.0,Autre,français,français
4166,Gauntlet Legends,PS,2000.0,Action,Midway Games,0.26,0.18,0.0,0.03,0.47,59.0,6.0,8.0,11.0,12.0,7.0,17.4,3.0,Autre,français,français
4167,Castlevania: Dawn of Sorrow,DS,2005.0,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47,89.0,52.0,8.5,249.0,18.0,171.0,17.9,3.0,Autre,français,français
4168,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,Namco Bandai Games,0.15,0.16,0.09,0.08,0.47,73.0,26.0,7.2,149.0,14.0,125.0,13.9,12.0,Blu-Ray,français,français
4169,Deadpool,PS3,2013.0,Action,Activision,0.23,0.17,0.0,0.08,0.47,61.0,27.0,7.2,243.0,11.0,58.0,16.5,18.0,Blu-Ray,français,français
4170,WipEout,PS,1995.0,Action,Psygnosis,0.26,0.18,0.0,0.03,0.47,85.0,53.0,8.0,326.0,15.0,2.0,19.5,3.0,Autre,français,français
4171,ICO,PS2,2001.0,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47,90.0,59.0,8.8,517.0,17.0,230.0,17.3,3.0,CD,français,français
4172,Silent Hill: Downpour,PS3,2012.0,Action,Konami Digital Entertainment,0.21,0.16,0.04,0.06,0.47,64.0,41.0,6.9,329.0,14.0,159.0,15.7,18.0,Blu-Ray,anglais,français
4174,WWE SmackDown vs. Raw 2011,Wii,2010.0,Fighting,THQ,0.3,0.13,0.0,0.04,0.47,72.0,7.0,7.6,7.0,15.0,94.0,16.8,16.0,DVD,français,français
4180,Valkyrie Profile 2: Silmeria,PS2,2006.0,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,84.0,45.0,8.9,113.0,16.0,106.0,17.2,16.0,DVD,anglais,français
4181,Hot Wheels Velocity X,PS2,2002.0,Racing,THQ,0.23,0.18,0.0,0.06,0.47,54.0,7.0,7.2,19.0,11.0,1.0,17.0,3.0,Autre,français,français
4182,Shadowrun,X360,2007.0,Role-Playing,Microsoft Game Studios,0.41,0.02,0.0,0.04,0.47,66.0,57.0,7.4,159.0,13.0,59.0,15.5,16.0,DVD,français,français
4184,Virtua Tennis 4: World Tour,PSV,2011.0,Sports,Sega,0.05,0.3,0.01,0.12,0.47,77.0,35.0,7.9,66.0,13.0,77.0,16.0,3.0,Autre,français,français
4185,"Warhammer 40,000: Dawn of War II",PC,2009.0,Strategy,THQ,0.0,0.45,0.0,0.02,0.47,85.0,67.0,8.1,1625.0,16.0,112.0,15.7,16.0,DVD,français,français
4186,Crazy Taxi: Fare Wars,PSP,2007.0,Racing,Sega,0.1,0.22,0.02,0.12,0.47,64.0,25.0,7.0,22.0,13.0,20.0,12.6,12.0,UMD,français,français
4188,Spider-Man 3,DS,2007.0,Platform,Activision,0.41,0.02,0.0,0.04,0.47,79.0,21.0,6.5,22.0,13.0,33.0,12.7,12.0,Autre,français,français
4190,L.A. Rush,PS2,2005.0,Racing,Midway Games,0.23,0.18,0.0,0.06,0.47,58.0,31.0,7.5,15.0,11.0,15.0,14.9,12.0,DVD,anglais,français
4198,Dead or Alive 4,X360,2005.0,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,85.0,76.0,8.1,259.0,15.0,194.0,15.5,16.0,DVD,japonais,français
4199,Commando,2600,1987.0,Action,Activision,0.44,0.02,0.0,0.0,0.47,79.0,13.0,4.8,5.0,15.0,12.0,14.7,12.0,Autre,français,français
4200,Rise of Nightmares,X360,2011.0,Action,Sega,0.28,0.13,0.01,0.04,0.47,54.0,56.0,7.7,48.0,9.0,55.0,14.9,18.0,DVD,anglais,français
4202,NBA Ballers: Phenom,PS2,2006.0,Sports,Midway Games,0.23,0.18,0.0,0.06,0.47,69.0,19.0,8.6,9.0,11.0,2.0,20.0,3.0,DVD,français,français
4203,Need for Speed Carbon,XB,2006.0,Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47,77.0,52.0,6.7,108.0,16.0,53.0,16.6,12.0,Autre,français,français
4205,NHL 16,XOne,2015.0,Sports,Electronic Arts,0.37,0.05,0.0,0.05,0.47,80.0,18.0,6.0,86.0,16.0,4.0,17.3,3.0,Autre,français,français
4208,Spider-Man: Friend or Foe,DS,2007.0,Action,Activision,0.43,0.0,0.0,0.04,0.47,55.0,12.0,7.2,6.0,10.0,10.0,11.9,7.0,Cartouche,français,français
4209,Major League Baseball 2K13,X360,2013.0,Sports,Take-Two Interactive,0.44,0.0,0.0,0.03,0.47,48.0,7.0,3.6,43.0,11.0,0.0,15.0,3.0,Blu-Ray DVD,français,français
4214,Downhill Domination,PS2,2003.0,Racing,Codemasters,0.23,0.18,0.0,0.06,0.47,79.0,40.0,8.7,60.0,12.0,34.0,16.7,12.0,CD,français,français
4217,World Series of Poker,PS2,2005.0,Misc,Activision,0.39,0.01,0.0,0.06,0.47,46.0,15.0,8.2,22.0,13.0,4.0,16.3,18.0,Autre,français,français
4218,Inazuma Eleven Go 2: Chrono Stone,3DS,2012.0,Role-Playing,Level 5,0.0,0.01,0.46,0.0,0.47,77.0,13.0,8.2,33.0,15.0,50.0,18.0,3.0,Cartouche,français,français
4222,MX vs. ATV: Alive,PS3,2011.0,Racing,THQ,0.24,0.15,0.0,0.07,0.47,61.0,41.0,6.6,14.0,9.0,71.0,14.1,3.0,Blu-Ray,français,français
4223,Mega Man Star Force 3: Black Ace / Red Joker,DS,2008.0,Action,Capcom,0.22,0.0,0.22,0.02,0.47,59.0,8.0,8.7,58.0,11.0,3.0,16.3,3.0,Cartouche,français,français
4225,Godzilla: Save the Earth,PS2,2004.0,Fighting,Atari,0.23,0.18,0.0,0.06,0.47,62.0,19.0,8.5,27.0,7.0,8.0,15.3,7.0,DVD,français,français
4226,Dance Dance Revolution: Mario Mix,GC,2005.0,Misc,Nintendo,0.36,0.09,0.0,0.01,0.47,69.0,28.0,8.1,22.0,14.0,40.0,16.4,3.0,Autre,français,français
4227,Metal Gear Solid: The Twin Snakes,GC,2004.0,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85.0,54.0,8.9,240.0,18.0,177.0,17.5,16.0,Autre,anglais,français
4229,Mat Hoffman's Pro BMX 2,PS2,2002.0,Sports,Activision,0.23,0.18,0.0,0.06,0.46,76.0,22.0,7.9,9.0,16.0,11.0,16.9,3.0,DVD,anglais,anglais
4231,The Legend of Spyro: Dawn of the Dragon,DS,2008.0,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46,57.0,9.0,5.4,17.0,12.0,13.0,11.3,7.0,Cartouche,français,français
4232,Iridion 3D,GBA,2001.0,Shooter,THQ,0.33,0.12,0.0,0.01,0.46,53.0,15.0,7.0,6.0,14.0,11.0,12.9,3.0,Autre,français,français
4233,MX vs. ATV Untamed,PS3,2007.0,Racing,THQ,0.35,0.06,0.0,0.05,0.46,67.0,33.0,6.6,9.0,12.0,22.0,14.1,3.0,Blu-Ray,français,français
4235,Destroy All Humans!,XB,2005.0,Shooter,THQ,0.34,0.11,0.0,0.02,0.46,76.0,62.0,8.2,46.0,14.0,3.0,18.3,12.0,Autre,anglais,français
4236,Dragon Ball Z: Collectible Card Game,GBA,2002.0,Misc,Infogrames,0.33,0.12,0.0,0.01,0.46,62.0,4.0,7.0,6.0,11.0,1.0,10.0,3.0,Cartouche,français,français
4240,Crash of the Titans,Wii,2007.0,Action,Vivendi Games,0.4,0.03,0.0,0.04,0.46,69.0,16.0,6.3,38.0,14.0,41.0,15.1,7.0,DVD,français,français
4241,F.E.A.R. 3,PS3,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.01,0.07,0.46,74.0,48.0,7.2,115.0,15.0,117.0,14.5,18.0,Blu-Ray,français,français
4243,Rygar: The Legendary Adventure,PS2,2002.0,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46,83.0,30.0,8.1,24.0,14.0,26.0,13.3,12.0,DVD,anglais,français
4244,Syphon Filter: Logan's Shadow,PSP,2007.0,Shooter,Sony Computer Entertainment,0.25,0.12,0.0,0.09,0.46,85.0,41.0,8.0,81.0,15.0,55.0,17.1,16.0,UMD,français,français
4246,Kessen II,PS2,2001.0,Strategy,THQ,0.13,0.1,0.2,0.03,0.46,71.0,15.0,8.6,27.0,15.0,28.0,16.3,3.0,Autre,français,français
4248,Stuart Little 2,GBA,2002.0,Platform,Activision,0.33,0.12,0.0,0.01,0.46,59.0,10.0,7.6,5.0,14.0,1.0,15.0,3.0,Cartouche,français,français
4249,Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46,81.0,23.0,8.2,2448.0,17.0,85.0,14.4,18.0,Autre,français,français
4254,ATV Offroad Fury Pro,PSP,2006.0,Racing,Sony Computer Entertainment,0.37,0.04,0.0,0.05,0.46,76.0,32.0,7.5,6.0,15.0,16.0,15.6,3.0,UMD,français,français
4257,Brothers In Arms: Earned in Blood,PS2,2005.0,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46,71.0,20.0,8.0,31.0,14.0,28.0,17.2,16.0,DVD,français,français
4261,Scooby-Doo,GBA,2001.0,Platform,THQ,0.33,0.12,0.0,0.01,0.46,64.0,5.0,7.5,4.0,16.0,5.0,12.8,3.0,Autre,français,français
4262,The Legend of Spyro: Dawn of the Dragon,PS3,2008.0,Platform,Vivendi Games,0.19,0.19,0.0,0.08,0.46,59.0,22.0,6.8,80.0,14.0,49.0,15.2,7.0,Autre,français,français
4263,Hydro Thunder,PS,1999.0,Racing,Midway Games,0.26,0.17,0.0,0.03,0.46,75.0,56.0,8.1,87.0,14.0,2.0,18.5,3.0,Autre,français,français
4264,Brothers In Arms: D-Day,PSP,2006.0,Shooter,Ubisoft,0.23,0.14,0.0,0.09,0.46,65.0,19.0,8.3,75.0,12.0,30.0,13.0,16.0,UMD,français,français
4268,Deadpool,X360,2013.0,Action,Activision,0.26,0.16,0.0,0.04,0.46,62.0,49.0,7.4,388.0,13.0,58.0,16.5,18.0,Autre,français,français
4269,Brothers In Arms: Road to Hill 30,PS2,2005.0,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46,82.0,30.0,7.6,39.0,14.0,55.0,16.2,16.0,DVD,français,français
4270,Virtua Tennis 4,PS3,2011.0,Sports,Sega,0.09,0.25,0.03,0.09,0.46,69.0,49.0,6.6,33.0,12.0,93.0,13.0,3.0,Blu-Ray,français,français
4271,EA Sports UFC,XOne,2014.0,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.46,70.0,57.0,6.1,296.0,17.0,55.0,14.5,16.0,Autre,français,français
4273,The Mark of Kri,PS2,2002.0,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,80.0,37.0,7.6,38.0,17.0,30.0,15.1,16.0,DVD,français,français
4276,Crash Nitro Kart,GBA,2003.0,Racing,Vivendi Games,0.33,0.12,0.0,0.01,0.46,77.0,6.0,8.2,26.0,11.0,16.0,14.6,3.0,Cartouche,français,français
4277,Star Wars The Clone Wars: Republic Heroes,PS3,2009.0,Action,LucasArts,0.19,0.19,0.0,0.07,0.46,43.0,22.0,5.3,18.0,9.0,24.0,11.3,12.0,Blu-Ray,français,français
4279,Bleach: The Blade of Fate,DS,2006.0,Fighting,Sega,0.3,0.01,0.12,0.03,0.46,83.0,32.0,7.4,30.0,17.0,113.0,17.0,12.0,Cartouche,français,français
4281,LEGO Rock Band,DS,2009.0,Misc,Warner Bros. Interactive Entertainment,0.33,0.09,0.0,0.04,0.46,80.0,8.0,7.9,12.0,13.0,18.0,16.3,3.0,Autre,français,français
4284,Jak and Daxter: The Lost Frontier,PS2,2009.0,Platform,Sony Computer Entertainment,0.22,0.17,0.0,0.06,0.46,72.0,8.0,5.7,64.0,10.0,127.0,9.0,12.0,CD,français,français
4287,Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46,67.0,28.0,8.0,41.0,15.0,127.0,16.3,16.0,Blu-Ray,français,français
4289,The Golden Compass,X360,2007.0,Action,Sega,0.3,0.12,0.0,0.04,0.46,41.0,25.0,4.3,15.0,13.0,26.0,14.4,12.0,Autre,français,français
4290,Star Wars: Demolition,PS,2000.0,Racing,Activision,0.25,0.17,0.0,0.03,0.46,63.0,11.0,7.2,15.0,11.0,14.0,15.6,3.0,Autre,français,français
4291,Scooby-Doo! and the Spooky Swamp,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0.0,0.04,0.46,76.0,5.0,8.7,26.0,9.0,4.0,17.0,3.0,DVD,français,français
4292,Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,Namco Bandai Games,0.08,0.1,0.23,0.05,0.46,70.0,4.0,6.5,39.0,11.0,3.0,18.7,12.0,Autre,français,français
4294,Delta Force: Black Hawk Down,PS2,2005.0,Shooter,NovaLogic,0.22,0.17,0.0,0.06,0.46,58.0,25.0,8.7,54.0,7.0,3.0,9.0,16.0,Autre,français,français
4295,Burnout Dominator,PSP,2007.0,Racing,Electronic Arts,0.02,0.38,0.01,0.06,0.46,76.0,23.0,7.9,41.0,17.0,101.0,16.9,3.0,UMD,français,français
4296,NBA Live 07,X360,2006.0,Sports,Electronic Arts,0.42,0.0,0.0,0.04,0.46,59.0,32.0,5.0,60.0,16.0,13.0,17.8,3.0,Autre,français,français
4297,Vin Diesel: Wheelman,X360,2009.0,Racing,Ubisoft,0.24,0.17,0.0,0.05,0.46,64.0,63.0,7.4,63.0,9.0,26.0,13.9,16.0,Blu-Ray DVD,français,français
