,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,developpeur_goo,distributeur_goo,langue_goo,PEGI_goo,game_series_goo,game_mode_goo,developpeur_wiki,langue_wiki,PEGI_wiki,game_mode_wiki,Meta_NP,Meta_VP,Meta_NUsers,Meta_VUsers,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,langue_parlée_JVC,texte_JVC,nb_joueurs_JVC
16156,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16157,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,68.0,22.0,8.3,4.0,,,,,,,,,,
16158,CT Special Forces 2: Back in the Trenches,GBA,2003.0,Shooter,LSP Games,0.01,0.0,0.0,0.0,0.01,,,,,,,LSP Games,"Allemand, anglais, espagnol, français, italien, néerlandais",12.0,Solo et Multijoueur,76.0,11.0,8.5,4.0,,,,,,,,,,
16159,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006.0,Adventure,ChunSoft,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16160,The Chronicles of Riddick: Assault on Dark Athena,PC,2009.0,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01,,,,,,,Starbreeze Studios,Anglais,16.0,De 1 à 12 joueurs,80.0,26.0,7.8,186.0,14,26,14.9,18.0,,,DVD,anglais,français,
16161,The Ultimate Battle of the Sexes,Wii,2010.0,Misc,DTP Entertainment,0.01,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,3.0,,,,,,
16162,Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,78.0,7.0,,,--,,,,,Jouable en solo,Cartouche,japonais,anglais,
16163,War for the Overworld,PC,2015.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,65.0,14.0,7.8,130.0,--,8,16.8,,,,Online,,,
16164,TimeShift,PC,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,71.0,30.0,7.5,200.0,10,77,15.4,18.0,16.0,,DVD,français,français,16.0
16165,ef - a fairy tale of the two.,PS2,2010.0,Adventure,Comfort,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16166,The Train Giant,PC,2012.0,Strategy,Ascaron Entertainment,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,3.0,,,,,,
16167,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16168,FairlyLife: MiracleDays,PSP,2010.0,Adventure,Piacci,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16169,Surf's Up,GC,2007.0,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,2,14.5,7.0,,Jouable en solo Multi en local Multi en coopératif,Online Steam,,anglais,
16170,Jambo! Safari Animal Rescue,DS,2009.0,Simulation,Sega,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,1,15,3.0,,,,,,
16171,Death Connection Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16172,Rainbow Islands: Revolution,PSP,2005.0,Action,Rising Star Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,47.0,7.0,,,--,,,3.0,,,,,,
16173,Legend of Kay Anniversary,WiiU,2015.0,Action,Nordic Games,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,67.0,9.0,7.1,40.0,--,,,12.0,,Jouable en solo,,,,
16174,Rakushou! Pachi-Slot Sengen 4,PS2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16175,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015.0,Fighting,Nitroplus,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,,,,,Jouable en solo Multi sur le même écran Multi en ligne,,,,
16176,Moe Moe 2-Ji Daisenryaku 2,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16177,Tsuyo Kiss 3 Portable,PSP,2012.0,Action,NetRevo,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16178,Fireman Sam: Action Stations,DS,2013.0,Action,Avanquest Software,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16179,Tetris Ultimate,PSV,2014.0,Puzzle,Ubisoft,0.0,0.01,0.0,0.0,0.01,,,,3.0,,,SoMa Play,Multilingue,3.0,"Un joueur, 2 joueurs",,,,,--,3,11.7,3.0,,Jouable en solo Multi en local Multi en ligne Multi en compétitif,Xbox Live Arcade PlayStation Store Online Cartouche,,français,
16180,Durarara!! Relay,PSV,2015.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16181,Moto Racer Advance,GBA,2002.0,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.01,,,,,,,Adeline Software International,,,"Solo, multijoueur",86.0,10.0,,,12,4,15.8,3.0,2.0,,Cartouche,,anglais,2.0
16182,Duel Masters: Shadow of the Code,GBA,2004.0,Misc,Atari,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,3.0,,,,,,
16183,Full Auto 2: Battlelines,PSP,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,53.0,19.0,6.6,8.0,8,8,8.4,12.0,4.0,,,,,4.0
16184,Freaky Flyers,GC,,Racing,Unknown,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,69.0,14.0,6.5,6.0,10,1,14,12.0,,,Nintendo Game Disc DVD,anglais,anglais,
16185,Army Men: Air Combat - The Elite Missions,GC,2003.0,Shooter,3DO,0.01,0.0,0.0,0.0,0.01,,,,,,,The 3DO Company,,,"Multijoueur, solo",46.0,5.0,,,--,0,--,,,,Nintendo Game Disc,,,
16186,Rally Championship,GC,2003.0,Racing,SCi,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,63.0,8.0,,,11,7,13.4,3.0,,Multi sur le même écran,Nintendo Game Disc CD,français,français,
16187,Happy Dance Collection,Wii,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,1.0,,DVD,,,1.0
16188,Space Hulk,PSV,2015.0,Strategy,Funbox Media,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,51.0,6.0,6.7,15.0,--,11,14.4,,,,,,,
16189,Fuun Shinsengumi Bakumatsuden Portable,PSP,2009.0,Action,From Software,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16190,Musou Tourou,PSP,2009.0,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,75.0,14.0,8.1,8.0,,,,,,,,,,
16191,Really? Really! DS,DS,2009.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,1,19,,,,Cartouche,,,
16192,Gakuen Hetalia,DS,2012.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16193,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16194,Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014.0,Adventure,Success,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,60.0,25.0,6.6,8.0,,,,,,,,,,
16195,Dungeon Explorer: Warriors of Ancient Arts,PSP,2007.0,Role-Playing,Rising Star Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,56.0,13.0,6.2,5.0,8,10,11.8,12.0,2.0,Multi en coopératif,UMD,,français,2.0
16196,Period Cube: Torikago no Amadeus,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,66.0,5.0,,,,,,,,,,,,
16197,Tringo,GBA,2006.0,Puzzle,Liquid Games,0.01,0.0,0.0,0.0,0.01,"Crave Entertainment, David A. Palmer Productions",,,,,,,,,,,,,,,,,,,,,,,
16198,Jam Sessions: Sing and Play Guitar (jp sales),DS,2007.0,Misc,Ubisoft,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,72.0,22.0,5.3,8.0,,,,,,,,,,
16199,Binary Star,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,64.0,10.0,5.9,9.0,--,1,17,,,,,,,
16200,MXGP 2,PC,2016.0,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,2,14.5,,,Jouable en solo Multi sur le même écran Multi en ligne,,,,
16201,Professional Farmer 2016,PSV,2015.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,3.0,,,,,,
16202,RalliSport Challenge(JP sales),XB,2002.0,Racing,Microsoft Game Studios,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,87.0,32.0,7.6,20.0,,,,,,,,,,
16203,Dragon Quest X: All in One Package,WiiU,2015.0,Role-Playing,Square Enix,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16204,Inversion,PC,,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,59.0,6.0,6.8,130.0,10,34,13.9,18.0,2.0,Multi en ligne Multi en coopératif,DVD,,,2.0
16205,Wedding Planner: Dream Weddings Guaranteed,DS,2010.0,Simulation,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,62.0,5.0,,,,,,,,,,,,
16206,Element Hunter,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,Cartouche,,,
16207,Ultraman Fighting Evolution 3,PS2,2004.0,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01,,,,,,Single Player; Multi Player,,,,,57.0,33.0,5.0,7.0,,,,,,,,,,
16208,Rondo of Swords (jp sales),DS,2007.0,Role-Playing,Success,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,69.0,13.0,8.3,23.0,,,,,,,,,,
16209,The Eye of Judgment: Legends,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,69.0,17.0,7.8,20.0,15,11,14.5,,1.0,Multi en ligne,UMD,anglais,français,1.0
16210,Chaos;Child,PS4,2015.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,76.0,18.0,8.5,44.0,15,1,14,16.0,,Jouable en solo,,,,
16211,Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,70.0,8.0,8.2,36.0,--,0,--,3.0,,,DVD,,,
16212,Whac-A-Mole,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,3.0,,,Cartouche,,,
16213,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008.0,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16214,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009.0,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16215,Fullmetal Alchemist: Prince of the Dawn,Wii,2009.0,Adventure,Square Enix,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,DVD,,,
16216,Command & Conquer Renegade,PC,2002.0,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,75.0,28.0,7.7,136.0,,,,,,,,,,
16217,Grooverider: Slot Car Thunder,GC,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,0.01,,,,,,,King of the Jungle,Français,,"Solo, multijoueur",49.0,5.0,8.3,4.0,,,,,,,,,,
16218,H2O+: Footprints in the Sand,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16219,Fashionable Puppy: Oshare na Koinu DS,DS,2007.0,Simulation,MTO,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16220,Cities: Skylines Snowfall,PC,2016.0,Simulation,Paradox Development,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,72.0,16.0,6.7,31.0,14,,,,,,,,,
16221,Ultimate Board Game Collection,PS2,2006.0,Misc,Xplosiv,0.01,0.0,0.0,0.0,0.01,Mere mortals,,,,,,,,,,37.0,6.0,,,9,,,3.0,2.0,,DVD,français,français,2.0
16222,Dinotopia: The Sunstone Odyssey,XB,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,50.0,4.0,,,--,1,14,12.0,,,DVD,,,
16223,Idol Janshi Suchie-Pai IV,PS2,2007.0,Misc,Jaleco,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16224,Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011.0,Misc,Atari,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16225,Natsuzora no Monologue,PSP,2013.0,Adventure,Otomate,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,71.0,10.0,7.0,6.0,,,,,,,,,,
16226,Kenka Banchou Portable,PSP,2009.0,Action,Spike,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,70.0,21.0,7.6,7.0,--,0,--,,2.0,,UMD,,,2.0
16227,World Snooker Challenge 2005,PSP,2005.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,12,3,9.3,3.0,2.0,Multi en local,UMD,anglais,anglais,2.0
16228,Juiced 2: Hot Import Nights,PC,2007.0,Racing,THQ,0.0,0.01,0.0,0.0,0.01,,,,,,,Juice Games (X360/PS2/DS),Anglais,12.0,Simple joueurMultijoueurJeu en ligne,61.0,6.0,5.1,49.0,14,29,10.3,12.0,2.0,,DVD,français,français,2.0
16229,G1 Jockey 4 2008,PS3,2008.0,Sports,Tecmo Koei,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,48.0,4.0,,,10,3,11.3,3.0,2.0,,Blu-Ray,,,2.0
16230,Monster Jam,PC,2007.0,Racing,Activision,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,7,3,13.7,7.0,,Jouable en solo,DVD,,,
16231,Icewind Dale II,PC,2002.0,Role-Playing,Interplay,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,83.0,22.0,8.4,193.0,17,32,17,12.0,,,CD,français,français,
16232,The Amazing Spider-Man (DS & Mobile Versions),PSP,2009.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16233,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015.0,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01,,,,,,,Nintendo Software Technology,Multilingue,3.0,Un joueur,70.0,26.0,7.5,73.0,--,1,13,3.0,,Jouable en solo,eShop,,français,
16234,Ishin Renka: Ryouma Gaiden,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16235,NHL 2K7,XB,2006.0,Sports,Take-Two Interactive,0.01,0.0,0.0,0.0,0.01,,,,,,,Kush Games,,,"Un joueur, Multijoueurs",78.0,51.0,7.9,166.0,17,8,18.8,16.0,,Multi en ligne,CD Blu-Ray DVD,anglais,français,
16236,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16237,Act of Aggression,PC,2015.0,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,,Eugen Systems,"Anglais, français, italien, allemand, espagnol, tchèque, japonais",,"Multijoueur, solo",71.0,37.0,7.1,99.0,15,26,13.4,,,Jouable en solo,Online,,anglais,
16238,Powerdrome,XB,2004.0,Racing,Evolved Games,0.01,0.0,0.0,0.0,0.01,,,,,,,Michael Powell,,,Solo,69.0,12.0,7.0,9.0,--,1,13,,,,,,,
16239,Fallout Anthology,PC,2015.0,Action,Bethesda Softworks,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16240,Tropico 3: Gold Edition,PC,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,1,15,16.0,,,DVD,,,
16241,Survivor,Wii,2010.0,Adventure,Valcon Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,11,,,,,,,,,
16242,Hakuouki: Shinsengumi Kitan,PS3,,Adventure,Unknown,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16243,Dance with Devils,PSV,2016.0,Action,,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16244,Wand of Fortune,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,Jouable en solo,,,,
16245,Arabians Lost: The Engagement on Desert,PSP,2012.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16246,Gobliiins 4,PC,2009.0,Adventure,Kalypso Media,0.0,0.01,0.0,0.0,0.01,,,,,,,Société Pollene,,,Solo,54.0,13.0,,,14,4,13.5,3.0,,Jouable en solo,,,,
16247,S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16248,"Crouching Tiger, Hidden Dragon",XB,2003.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,52.0,10.0,4.8,4.0,9,6,13.8,7.0,,Jouable en solo,DVD Nintendo Game Disc Cartouche,anglais,français,
16249,Meru Purana,PS,1996.0,Strategy,Gust,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16250,Cross Edge Dash,X360,2009.0,Role-Playing,Compile Heart,0.0,0.0,0.01,0.0,0.01,"Compile Heart, Gust, Nippon Ichi Software, Idea Factory, Capcom, Bandai Namco Holdings",,,,,,,,,,,,,,--,0,--,12.0,,,DVD,,,
16251,Colin McRae Rally 04,PC,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.01,,,,,,,Codemasters,,3.0,"Multijoueur, solo",87.0,6.0,7.6,60.0,18,44,16,3.0,,,DVD,français,français,
16252,Super Bubble Pop,XB,2002.0,Puzzle,Jaleco,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,54.0,12.0,5.5,4.0,--,,,,,,,,,
16253,Fullmetal Alchemist: Trading Card Game,DS,2007.0,Misc,Destineer,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,61.0,7.0,7.5,4.0,,,,,,,,,,
16254,Luxor: Pharaoh's Challenge,DS,2007.0,Puzzle,Funsta,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,11,4,15.3,3.0,,Jouable en solo,Cartouche,,,
16255,Grand Prix Legends,PC,1997.0,Racing,Vivendi Games,0.0,0.01,0.0,0.0,0.01,Papyrus Design Group,,,,,"Solo, Multijoueur",Papyrus Design Group,,,Solomultijoueur,,,,,17,46,18.2,,2.0,,CD,français,français,2.0
16256,Fate/kaleid liner Prisma Illya,3DS,2014.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,Cartouche,,,
16257,Hoshigami: Ruining Blue Earth Remix,DS,2007.0,Role-Playing,505 Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,55.0,13.0,6.9,13.0,11,9,15.3,7.0,2.0,,Cartouche,français,français,2.0
16258,Akatsuki no Amaneka to Aoi Kyojin,PSP,2010.0,Strategy,CyberFront,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16259,Pilot Academy,PSP,2006.0,Simulation,Rising Star Games,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,67.0,7.0,,,12,13,14.8,3.0,1.0,,UMD,anglais,français,1.0
16260,Poker for Dummies,PC,2008.0,Misc,Electronic Arts,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,3.0,,,,,,
16261,John Daly's ProStroke Golf,X360,2010.0,Sports,O-Games,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,57.0,5.0,,,9,2,7,3.0,,,Blu-Ray DVD,anglais,français,
16262,TrackMania Turbo,PC,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,79.0,13.0,7.1,65.0,--,12,12.5,3.0,,Jouable en solo Multi sur le même écran Multi en ligne Multi en coopératif Multi en compétitif,,,français,
16263,Darkened Skye,GC,2002.0,Adventure,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,61.0,12.0,7.0,9.0,8,7,7.1,12.0,,Jouable en solo,CD Nintendo Game Disc,anglais,français,
16264,Sakura-Sou no Pet na Kanojo,PSV,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16265,WSC REAL 09: World Snooker Championship,X360,2009.0,Sports,Deep Silver,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,71.0,7.0,,,--,2,18,3.0,,,DVD UMD Blu-Ray,anglais,français,
16266,World Snooker Championship 2007,X360,2007.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,71.0,7.0,,,13,1,16,3.0,,,Blu-Ray DVD,anglais,anglais,
16267,Handball 16,X360,2015.0,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,Eko Software,,,,Handball,,Eko Software,"Anglais, français, allemand, espagnol, danois, portugais brésilien",,"Solo, multijoueur",,,,,9,2,11,,,,,,,
16268,Wand of Fortune: Mirai e no Prologue,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16269,Alone in the Dark,PC,2008.0,Adventure,Atari,0.0,0.01,0.0,0.0,0.01,"Atari SA, Atari, Infogrames Entertainment, PLUS",,,,,,,,,,,,,,13,67,12.7,18.0,,Jouable en solo,DVD,français,français,
16270,Nova Usagi no Game de Ryuugaku!? DS,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16271,LMA Manager 2007,X360,2006.0,Sports,Codemasters,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,87.0,17.0,,,7,13,14.6,3.0,,,DVD,français,français,
16272,San-X: Chara Sagashi Land,DS,2007.0,Action,MTO,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16273,Heart no Kuni no Alice,PSP,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,,,,
16274,Petz: Hamsterz Life 2,GBA,2007.0,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16275,The Technomancer,PC,2016.0,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,,Spiders,"Voix en anglais, sous-titres en français",16.0,Un joueur,56.0,34.0,6.7,201.0,12,61,14,16.0,,,,,,
16276,Pro Evolution Soccer 2010,PC,2009.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,78.0,8.0,7.2,75.0,15,247,14,3.0,4.0,,DVD,français,français,4.0
16277,Memories Off,PSP,2008.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,UMD,,,
16278,Tenchu San Portable,PSP,2009.0,Action,From Software,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,2,14,,,,UMD,,,
16279,Ratchet & Clank: Full Frontal Assault,PSV,2012.0,Adventure,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.01,,,,,,"Single player, Multiplayer",,,,,,,,,,,,,,,,,,
16280,Vitamin X,PS2,2007.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,,,,,,,,,
16281,The Wild West,DS,2007.0,Action,Majesco Entertainment,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,35.0,5.0,,,--,0,--,,,,,,,
16282,The Amazing Spider-Man 2 (2014),PC,2014.0,Action,Activision,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,57.0,9.0,5.6,185.0,13,41,12.8,16.0,,Jouable en solo,Online,français,français,
16283,Saint Seiya Omega: Ultimate Cosmo,PSP,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,9,14.4,,,,UMD,,,
16284,Sega Rally Revo,PC,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,74.0,9.0,7.4,24.0,16,52,14.5,3.0,6.0,Multi en ligne,DVD,anglais,français,6.0
16285,"Element Girl: Love, Fashion and Friends",DS,2008.0,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16286,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16287,Teenage Mutant Ninja Turtles (3DS),3DS,2013.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,--,,,7.0,,Jouable en solo,eShop Cartouche,,français,
16288,Time Leap,X360,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,0,--,,,,Blu-Ray DVD,,,
16289,The Godfather (JP sales),X360,2006.0,Action,Electronic Arts,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,77.0,51.0,7.8,71.0,,,,,,,,,,
16290,thinkSMART: Chess for Kids,DS,2011.0,Misc,Mentor Interactive,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
16291,World Heroes Anthology,PS2,2007.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,--,3,15,12.0,2.0,,DVD,anglais,anglais,2.0
16292,Chaos;Child,PS3,2015.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,76.0,18.0,8.5,44.0,--,0,--,,,,,,,
16293,th!nk Logic Trainer,Wii,2009.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
