,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,Langue_JVC
989,6181,Pitfall: The Mayan Adventure,GBA,2001.0,Platform,Interplay,0.2,0.07,0.0,0.01,0.28,12,(6),12,"Editeur(s) / Développeur(s) Majesco THQ
Sortie France 21 sept. 2001
Genre(s) Plate-Forme
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) Cartouche
Langue de la version disponible en France Textes en français",+3 ans,Non,Jouable en solo,Cartouche,Textes en français
990,6182,Driver: Parallel Lines,PS2,2006.0,Racing,Atari,0.12,0.1,0.03,0.03,0.28,14,(49),14.8,"Editeur(s) / Développeur(s) Sumo Digital Ubisoft
Sortie France 10 mai 2007
Genre(s) Course
Classification +18 ans
Nombre maximum de joueurs 1-2 joueurs
Web Site officiel
Support(s) UMD
Date de sortie (aux Etats-Unis) 08 mai 2007
Langue de la version disponible en France Voix en français Textes en français",+18 ans,1-2 joueurs,,UMD,Voix en français Textes en français
991,6183,Sing Party,WiiU,2012.0,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28,12,(3),13,"Editeur(s) / Développeur(s) Freestyle Games Nintendo
Sortie France 18 janv. 2013
Genre(s) Rythme
Classification +3 ans
Nombre maximum de joueurs jusqu'à 4 joueurs
Support(s) iDensity
Langue de la version disponible en France Voix en français Textes en français",+3 ans,jusqu'à 4 joueurs,,iDensity,Voix en français Textes en français
992,6184,Shrek: Ogres & Dronkeys,DS,2007.0,Simulation,Activision,0.26,0.0,0.0,0.02,0.28,no_data,no_data,no_data,no_data,,,,,
993,6185,Monopoly,DS,2010.0,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28,13,(8),13.8,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 31 oct. 2017
Genre(s) Jeu de société
Mode(s) Multi en local Multi en ligne
Nombre maximum de joueurs 6
Modèle(s) économique(s) Payant à l'acquisition",,6,Multi en local Multi en ligne,,
994,6186,Hot Wheels: Track Attack,DS,2010.0,Racing,THQ,0.18,0.08,0.0,0.02,0.28,11,(2),12,"Editeur(s) / Développeur(s) Firebrand Games THQ
Sortie France 26 nov. 2010
Genre(s) Course
Classification +3 ans
Nombre maximum de joueurs 2 à 4 joueurs
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 23 novembre 2010
Langue de la version disponible en France Voix en français Textes en français",+3 ans,2 à 4 joueurs,,Cartouche,Voix en français Textes en français
995,6187,Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,--,no_data,no_data,"Editeur(s) / Développeur(s) Eidos Interactive Paradox Development
Sortie France sept. 2004
Genre(s) Combat
Web Site officiel
Support(s) CD",,,,,
996,6188,Virtua Fighter 5 Online,X360,2007.0,Fighting,Sega,0.2,0.03,0.03,0.02,0.28,no_data,no_data,no_data,no_data,,,,,
997,6189,Disney's Treasure Planet,GBA,2002.0,Action,Ubisoft,0.2,0.07,0.0,0.01,0.28,11,(6),17.3,"Editeur(s) / Développeur(s) Bizarre Creations Ubisoft
Sortie France nov. 2002
Genre(s) Plate-Forme
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) Cartouche",+3 ans,Non,Jouable en solo,,
998,6190,Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,--,(2),19,"Editeur(s) / Développeur(s) Tecmo
Sortie France 1997
Genre(s) Combat
Support(s) CD",,,,,
999,6191,Wild ARMs 5,PS2,2006.0,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.28,15,(53),17,"Editeur(s) / Développeur(s) 505 Games Media Vision
Sortie France 10 avr. 2008
Genre(s) RPG
Classification +12 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 28 août 2007
Date de sortie (au Japon) 14 décembre 2006
Langue de la version disponible en France Voix en français Textes en français",+12 ans,Non,Jouable en solo,DVD,Voix en français Textes en français
1000,6192,Bionic Commando,X360,2009.0,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,14,(40),15.9,"Editeur(s) / Développeur(s) GRIN Capcom
Sortie France 22 mai 2009
Genre(s) Action Plate-Forme
Classification +18 ans
Mode(s) Multi en ligne
Web Site officiel
Support(s) Blu-Ray DVD
Date de sortie (aux Etats-Unis) 19 mai 2009
Date de sortie (au Japon) 25 juin 2009
Langue de la version disponible en France Textes en français Voix en anglais",+18 ans,,Multi en ligne,Blu-Ray DVD,Textes en français Voix en anglais
1001,6193,NFL Blitz 20-02,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,--,no_data,no_data,"Editeur(s) / Développeur(s) Midway
Sortie France 07 févr. 2002
Genre(s) Sport
Support(s) CD",,,,,
1002,6194,Mega Man 7,SNES,1995.0,Platform,Laguna,0.03,0.01,0.23,0.01,0.28,--,(16),16.8,"Editeur(s) / Développeur(s) Capcom
Sortie France 1995
Genre(s) Plate-Forme Action
Support(s) Cartouche
Date de sortie (aux Etats-Unis) septembre 1995
Date de sortie (au Japon) 24 mars 1995",,,,Cartouche,
1003,6195,NCAA March Madness 2005,XB,2004.0,Sports,Electronic Arts,0.21,0.06,0.0,0.01,0.28,--,(0),--,"Editeur(s) / Développeur(s) EA Canada EA Sports
Sortie France Date de sortie inconnue
Genre(s) Sport
Classification +3 ans
Mode(s) Multi en ligne
Support(s) CD
Date de sortie (aux Etats-Unis) 17 novembre 2004",+3 ans,,Multi en ligne,CD,
1004,6196,Shadows of the Damned,PS3,2011.0,Action,Electronic Arts,0.11,0.09,0.04,0.04,0.28,14,(51),15.2,"Editeur(s) / Développeur(s) Grasshopper Manufacture Inc Electronic Arts
Sortie France 23 juin 2011
Genre(s) Survival-Horror
Classification +18 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 21 juin 2011",+18 ans,non,Jouable en solo,Blu-Ray,
1005,6197,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,,Action,Disney Interactive Studios,0.22,0.06,0.0,0.01,0.28,12,(14),15.7,"Editeur(s) / Développeur(s) Amaze Entertainment Buena Vista Interactive Disney Interactive Traveller's Tales
Sortie France 24 nov. 2005
Genre(s) Action RPG Aventure
Classification +3 ans
Mode(s) Multi en coopératif
Web Site officiel
Support(s) Cartouche DVD PlayStation Store UMD CD Nintendo Game Disc
Langue de la version disponible en France Voix en français Textes en français",+3 ans,,Multi en coopératif,Cartouche DVD PlayStation Store UMD CD Nintendo Game Disc,Voix en français Textes en français
1006,6198,NBA In The Zone,PS,1995.0,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28,--,(0),--,"Editeur(s) / Développeur(s) Konami
Sortie France Date de sortie inconnue
Genre(s) Sport
Support(s) CD
Date de sortie (aux Etats-Unis) 1995",,,,CD,
1007,6199,Corvette,GBA,2003.0,Racing,TDK Mediactive,0.2,0.07,0.0,0.01,0.28,9,(7),15,"Editeur(s) / Développeur(s) 2K Play Take-Two Interactive
Sortie France mai 2004
Genre(s) Course
Classification +3 ans
Nombre maximum de joueurs 2 joueurs
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français",+3 ans,2 joueurs,,DVD,Voix en français Textes en français
1008,6200,F1 ROC: Race of Champions,SNES,1992.0,Sports,Ocean,0.0,0.0,0.28,0.0,0.28,--,no_data,no_data,"Editeur(s) / Développeur(s) Seta Corporation
Sortie France 1994
Genre(s) Course
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) Cartouche",,Non,Jouable en solo,,
1009,6201,Just Dance 2015,PS3,2014.0,Misc,Ubisoft,0.12,0.11,0.0,0.05,0.28,--,(2),17.5,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 23 oct. 2014
Genre(s) Rythme
Classification +3 ans
Mode(s) Jouable en solo Multi en local Multi en ligne
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray
Langue de la version disponible en France Voix en français Textes en français",+3 ans,,Jouable en solo Multi en local Multi en ligne,Blu-Ray,Voix en français Textes en français
1010,6202,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004.0,Action,THQ,0.22,0.06,0.0,0.01,0.28,no_data,no_data,no_data,no_data,,,,,
1011,6203,Silent Hill 2: Restless Dreams,XB,2001.0,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,17,(70),17.9,"Editeur(s) / Développeur(s) Konami
Sortie France 28 févr. 2003
Genre(s) Survival-Horror
Classification +16 ans
Mode(s) Jouable en solo
Support(s) CD DVD
Date de sortie (au Japon) 04 juillet 2002
Langue de la version disponible en France Voix en français Textes en français",+16 ans,,Jouable en solo,CD DVD,Voix en français Textes en français
1012,6204,Cabela's Big Game Hunter 2012,X360,2011.0,Sports,Activision,0.24,0.02,0.0,0.02,0.28,--,(2),16,"Editeur(s) / Développeur(s) Activision
Sortie France Date de sortie inconnue
Genre(s) Tir Action
Support(s) Blu-Ray DVD
Date de sortie (aux Etats-Unis) 27 septembre 2011",,,,Blu-Ray DVD,
1013,6205,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016.0,Action,Square Enix,0.0,0.0,0.28,0.0,0.28,no_data,no_data,no_data,no_data,,,,,
1014,6206,Moshi Monsters: Moshlings Theme Park,3DS,2012.0,Misc,Activision,0.13,0.13,0.0,0.03,0.28,--,(0),--,"Editeur(s) / Développeur(s) Mind Candy Activision
Sortie France Date de sortie inconnue
Genre(s) Autres
Classification +3 ans
Web Site officiel
Support(s) Online Cartouche
Date de sortie (aux Etats-Unis) 30 octobre 2012",+3 ans,,,Online Cartouche,
1015,6207,UEFA Euro 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.28,no_data,no_data,no_data,no_data,,,,,
1016,6208,Soul Nomad & the World Eaters,PS2,2007.0,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.28,no_data,no_data,no_data,no_data,,,,,
1017,6209,RollerCoaster Tycoon 3,PC,2004.0,Strategy,Atari,0.01,0.22,0.0,0.05,0.28,16,(234),17.4,"Editeur(s) / Développeur(s) Frontier Developments Atari
Sortie France 05 nov. 2004
Genre(s) Gestion Simulation
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Support(s) CD
Langue de la version disponible en France Voix en français Textes en français
Configuration minimale Win 98/2000/Me/XP, PIII 1 GHz, 128 Mo de RAM, ATI Radeon 8500 ou GeForce 3
Configuration conseillée P 1.2 GHz, 256 Mo de RAM",+3 ans,non,Jouable en solo,CD,Voix en français Textes en français
1018,6210,Bass Strike,PS2,2001.0,Sports,THQ,0.14,0.11,0.0,0.04,0.28,--,(2),16.5,"Editeur(s) / Développeur(s) THQ
Sortie France 30 nov. 2001
Genre(s) Sport
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Support(s) DVD
Date de sortie (aux Etats-Unis) 05 octobre 2001",+3 ans,non,Jouable en solo,DVD,
1019,6211,NHL Hitz 20-03,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,14,(4),17.5,"Editeur(s) / Développeur(s) Midway
Sortie France 2002
Genre(s) Sport
Nombre maximum de joueurs 4 joueurs
Support(s) DVD
Date de sortie (aux Etats-Unis) 16 septembre 2002",,4 joueurs,,DVD,
1020,6212,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,0.1,0.03,0.12,0.04,0.28,12,(3),17.7,"Editeur(s) / Développeur(s) Spike Chunsoft NIS America
Sortie France 04 sept. 2015
Genre(s) Action TPS
Classification +16 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) PlayStation Store
Date de sortie (aux Etats-Unis) 01 septembre 2015
Date de sortie (au Japon) 25 septembre 2014
Langue de la version disponible en France Voix en anglais Textes en anglais",+16 ans,,Jouable en solo,PlayStation Store,Voix en anglais Textes en anglais
1021,6213,Pac-Man Fever,GC,,Misc,Unknown,0.21,0.06,0.0,0.01,0.28,--,(2),12.5,"Editeur(s) / Développeur(s) Mass Media Namco
Sortie France sept. 2002
Genre(s) Action
Classification +3 ans
Support(s) Nintendo Game Disc CD
Date de sortie (aux Etats-Unis) 03 septembre 2002",+3 ans,,,Nintendo Game Disc CD,
1022,6214,Over the Hedge,DS,2006.0,Platform,Activision,0.25,0.01,0.0,0.02,0.28,8,(3),11.7,"Editeur(s) / Développeur(s) Amaze Entertainment Activision
Sortie France 05 janv. 2007
Genre(s) Action
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs 1 joueur
Web Site officiel
Support(s) Cartouche",+3 ans,1 joueur,Jouable en solo,,
1023,6215,Real Pool,PS2,2000.0,Sports,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.28,--,no_data,no_data,"Editeur(s) / Développeur(s) Infogrames
Sortie France 2000
Genre(s) Sport
Support(s) DVD
Date de sortie (aux Etats-Unis) 2000",,,,DVD,
1024,6216,iCarly 2: iJoin The Click!,DS,2010.0,Adventure,Activision,0.26,0.01,0.0,0.02,0.28,no_data,no_data,no_data,no_data,,,,,
1025,6217,The Warriors,PSP,2007.0,Action,Take-Two Interactive,0.23,0.02,0.0,0.03,0.28,15,(48),17.7,"Editeur(s) / Développeur(s) Rockstar Games Take-Two Interactive
Sortie France 23 févr. 2007
Genre(s) Beat'em All
Classification +18 ans
Nombre maximum de joueurs 1-2 joueurs
Web Site officiel
Support(s) UMD
Date de sortie (aux Etats-Unis) 12 février 2007
Langue de la version disponible en France Textes en français Voix en anglais",+18 ans,1-2 joueurs,,UMD,Textes en français Voix en anglais
1026,6218,Mister Mosquito,PS2,2001.0,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,13,(11),14.1,"Editeur(s) / Développeur(s) Eidos Interactive Sony
Sortie France avr. 2002
Genre(s) Action
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) CD",+3 ans,Non,Jouable en solo,,
1027,6219,Kakyuusei,SAT,1997.0,Strategy,Elf,0.0,0.0,0.28,0.0,0.28,no_data,no_data,no_data,no_data,,,,,
1028,6220,Patapon 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.05,0.04,0.17,0.02,0.28,14,(87),17.3,"Editeur(s) / Développeur(s) Pyramid Sony
Sortie France 20 avr. 2011
Genre(s) Rythme
Classification +7 ans
Mode(s) Multi en ligne
Nombre maximum de joueurs jusqu'à 8 joueurs en ligne ou en local
Support(s) UMD
Date de sortie (au Japon) 28 avril 2011",+7 ans,jusqu'à 8 joueurs en ligne ou en local,Multi en ligne,UMD,
1029,6221,Sesame Street: Cookie's Counting Carnival,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,0.26,0.0,0.0,0.02,0.28,--,(0),--,"Editeur(s) / Développeur(s) Warner Interactive
Sortie France Date de sortie inconnue
Genre(s) Autres
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 19 octobre 2010",,,,Cartouche,
1030,6222,Civilization II,PS,1998.0,Strategy,Activision,0.15,0.11,0.0,0.02,0.28,--,(27),18.5,"Editeur(s) / Développeur(s) MicroProse Activision
Sortie France 29 févr. 1996
Genre(s) Stratégie Gestion
Classification +3 ans
Mode(s) Jouable en solo
Support(s) CD",+3 ans,,Jouable en solo,,
1031,6223,Guitar Hero: Van Halen,PS3,2009.0,Misc,Activision,0.14,0.09,0.0,0.04,0.28,13,(9),17.3,"Editeur(s) / Développeur(s) Neversoft Activision
Sortie France 19 févr. 2010
Genre(s) Rythme
Classification +12 ans
Mode(s) Multi en ligne
Nombre maximum de joueurs Jusqu'à 4 joueurs hors ligne et 8 en ligne
Web Site officiel
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 22 décembre 2009
Langue de la version disponible en France Voix en français Textes en français",+12 ans,Jusqu'à 4 joueurs hors ligne et 8 en ligne,Multi en ligne,Blu-Ray,Voix en français Textes en français
1032,6224,Dynasty Warriors: Gundam,PS2,2008.0,Action,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,12,(6),14.8,"Editeur(s) / Développeur(s) Bandai Namco OMEGA Force
Sortie France 27 juin 2014
Genre(s) Action
Classification +12 ans
Mode(s) Multi en ligne Multi en coopératif
Support(s) Blu-Ray New Game Media
Date de sortie (au Japon) 19 décembre 2013",+12 ans,,Multi en ligne Multi en coopératif,Blu-Ray New Game Media,
1033,6225,Madagascar,XB,2005.0,Platform,Activision,0.21,0.06,0.0,0.01,0.28,11,(11),14.6,"Editeur(s) / Développeur(s) Toys For Bob Vicarious Visions Activision
Sortie France 17 juin 2005
Genre(s) Action Plate-Forme
Classification +3 ans
Mode(s) Jouable en solo
Web Site officiel
Support(s) CD Cartouche DVD Nintendo Game Disc
Langue de la version disponible en France Voix en français Textes en français",+3 ans,,Jouable en solo,CD Cartouche DVD Nintendo Game Disc,Voix en français Textes en français
1034,6226,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.15,0.1,0.0,0.03,0.28,6,(9),6.7,"Editeur(s) / Développeur(s) High Moon Studios Activision
Sortie France 25 juin 2010
Genre(s) Action
Classification +7 ans
Mode(s) Multi en coopératif
Nombre maximum de joueurs 2 joueurs en coopération
Web Site officiel
Support(s) DVD",+7 ans,2 joueurs en coopération,Multi en coopératif,,
1035,6227,Indiana Jones and the Staff of Kings,PS2,2009.0,Action,Activision,0.11,0.01,0.0,0.16,0.28,10,(13),13.2,"Editeur(s) / Développeur(s) A2M LucasArts
Sortie France 12 juin 2009
Genre(s) Aventure Action
Classification +16 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) DVD",+16 ans,Non,Jouable en solo,,
1036,6228,F-1 Grand Prix,SNES,1992.0,Racing,Video System,0.0,0.0,0.28,0.0,0.28,17,(17),16.8,"Editeur(s) / Développeur(s) Konami Video System Paradigm Entertainment
Sortie France juin 1999
Genre(s) Simulation Course
Classification +3 ans
Support(s) Cartouche GDROM
Langue de la version disponible en France Voix en français Textes en français Voix en anglais",+3 ans,,,Cartouche GDROM,Voix en français Textes en français Voix en anglais
1037,6229,Mass Effect 3,WiiU,2012.0,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.28,18,(35),17.4,"Editeur(s) / Développeur(s) Straight Right Electronic Arts
Sortie France 30 nov. 2012
Genre(s) Action RPG
Thème(s) Extraterrestres
Classification +18 ans
Mode(s) Multi en ligne
Nombre maximum de joueurs 4 joueurs
Modèle(s) économique(s) Payant à l'acquisition
Support(s) iDensity
Langue de la version disponible en France Voix en français Textes en français",+18 ans,4 joueurs,Multi en ligne,iDensity,Voix en français Textes en français
0,7267,Dead Island,PC,2011.0,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,16,(497),15.3,"Editeur(s) / Développeur(s) Deep Silver Techland
Sortie France 09 sept. 2011
Genre(s) Survie Action FPS
Thème(s) Zombies
Classification +18 ans
Mode(s) Jouable en solo Multi en ligne Multi en coopératif
Nombre maximum de joueurs 4 joueurs
Modèle(s) économique(s) Payant à l'acquisition
Support(s) DVD
Langue de la version disponible en France Textes en français Voix en anglais",+18 ans,4 joueurs,Jouable en solo Multi en ligne Multi en coopératif,DVD,Textes en français Voix en anglais
1,7268,Growlanser: Heritage of War,PS2,2006.0,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22,no_data,no_data,no_data,no_data,,,,,
2,7269,Hasbro Family Game Night,DS,2009.0,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22,--,no_data,no_data,"Editeur(s) / Développeur(s) Electronic Arts
Sortie France oct. 2011
Genre(s) Compilation Jeu de société
Support(s) Blu-Ray DVD",,,,,
3,7270,Shin Megami Tensei x Fire Emblem,WiiU,2015.0,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22,no_data,no_data,no_data,no_data,,,,,
4,7271,Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,no_data,no_data,no_data,no_data,,,,,
5,7272,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002.0,Action,Nintendo,0.16,0.06,0.0,0.0,0.22,no_data,no_data,no_data,no_data,,,,,
6,7273,Spirit Camera: The Cursed Memoir,3DS,2012.0,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,14,(42),13.3,"Editeur(s) / Développeur(s) Tecmo Koei Nintendo
Sortie France 29 juin 2012
Genre(s) Aventure Survival-Horror
Classification +16 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 13 avril 2012
Date de sortie (au Japon) 12 janvier 2012
Configuration conseillée fauteuil à roulettes pour pivoter à 360°",+16 ans,non,Jouable en solo,Cartouche,
7,7274,NBA 06,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,13,(25),17.8,"Editeur(s) / Développeur(s) 2K Sports Visual Concepts
Sortie France 10 mars 2006
Genre(s) Sport
Classification +3 ans
Mode(s) Multi en ligne
Support(s) DVD
Langue de la version disponible en France Textes en français Voix en anglais",+3 ans,,Multi en ligne,DVD,Textes en français Voix en anglais
8,7275,Naruto: Ninja Council,GBA,2003.0,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,8,(27),11.3,"Editeur(s) / Développeur(s) Takara Tomy 505 Games
Sortie France 12 nov. 2010
Genre(s) Action Plate-Forme
Classification +12 ans
Nombre maximum de joueurs jusqu'à 4 joueurs
Web Site officiel
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 12 novembre 2010
Date de sortie (au Japon) 10 juillet 2008",+12 ans,jusqu'à 4 joueurs,,Cartouche,
9,7276,Shin Megami Tensei: Persona,PSP,2009.0,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,17,(122),18.2,"Editeur(s) / Développeur(s) Atlus
Sortie France 04 avr. 2017
Genre(s) RPG
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 04 avril 2017
Date de sortie (au Japon) 15 septembre 2016
Langue de la version disponible en France Voix en anglais Textes en anglais",,,,Blu-Ray,Voix en anglais Textes en anglais
